Sentence,Response,sent_meant,gt
A translator of technical texts often has to handle large amounts of information and needs to ensure that it is stored in an easily retrievable form.,"तांत्रिक ग्रंथांचे भाषांतर करणाऱ्या व्यक्तीचे काम अनेकदा मोठ्या प्रमाणात माहिती हाताळणे असते. या कामासाठी, ते सहजपणे पुनर्प्राप्त करण्यायोग्य स्वरूपात साठवले आहे याची खात्री करणे महत्वाचे आहे.","A translator of technical texts often has to handle large amounts of information, and needs to ensure that it is stored in an easily retrievable form.",तांत्रिक ग्रंथांच्या अनुवादकाला अनेकदा मोठ्या प्रमाणात माहिती हाताळावी लागते आणि ती सहज उपलब्ध होईल अशा स्वरूपात साठवली जाईल याची खात्री करावी लागते.
The calculator executed the functions that had been selected and displayed the results on the top half of the screen.,गणक ने निवडलेल्या कार्यांवर प्रक्रिया केली आणि स्क्रीनच्या वरच्या अर्ध्या भागात परिणाम प्रदर्शित केले.,"The calculator executed the functions that had been selected, and displayed the results on the top half of the screen.",कॅल्क्युलेटरने निवडलेली कार्ये पार पाडली आणि परिणाम स्क्रीनच्या वरच्या अर्ध्या भागावर प्रदर्शित केले.
"There are many disturbing factors fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","अनेक त्रासदायक घटकांमुळे थकवा येतो, खराब दृष्टी, वाचण्याची क्षमता कमी होते, चिंता किंवा जास्त सावधगिरी बाळगणे, विचलित होणे आणि प्रेरणा नसणे या गोष्टी घडतात.","There are many disturbing factors: fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","विचलित करणारे अनेक घटक आहेत: थकवा, खराब दृष्टी, खराब वाचन क्षमता, चिंता किंवा अवाजवी सावधगिरी, विचलितता आणि अपुरी प्रेरणा."
"When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components direct sound and reverberant sound.",जेव्हा ध्वनीचा स्रोत खोली किंवा इतर बंदिस्त जागेत कार्यरत असतो तेव्हा खोलीत ध्वनिक दाब दोन घटकांपासून बनलेला असतो - थेट आवाज आणि प्रतिध्वनीयुक्त आवाज.,"When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components: direct sound and reverberant sound.","जेव्हा ध्वनीचा स्रोत एखाद्या खोलीत किंवा इतर बंद जागेत कार्यरत असतो, तेव्हा खोलीतील ध्वनी दाबामध्ये दोन घटक असतात: थेट ध्वनी आणि निनादी ध्वनी."
The crucial words in the specification are the signals must be routed internally.,विशिष्टतांमध्ये महत्त्वाचे शब्द म्हणजे सिग्नल अंतर्गत मार्गित केले पाहिजेत.,The crucial words in the specification are ‘the signals must be routed internally’.,तपशीलातील महत्त्वाचे शब्द आहेत: ‘सिग्नल अंतर्गत मार्गाने पाठवले जाणे आवश्यक आहे’.
Would you please supply a list of the correct settings for the ABC,कृपया एबीसीसाठी योग्य सेटिंग्सची यादी द्या.,Would you please supply a list of the correct settings for the ABC?,कृपया 'एबीसी' साठी योग्य सेटिंग्जची एक यादी पुरवाल का?
Set BATTERY B switch to OFF set BATTERY C switch to ON.,बॅटरी बी स्विच ऑफ सेट बॅटरी सी स्विच ऑन करा.,Set BATTERY B switch to OFF; set BATTERY C switch to ON.,बॅटरी 'बी' चा स्विच 'ऑफ' करा; बॅटरी 'सी' चा स्विच 'ऑन' करा.
"However oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species","तथापि ऑक्सिडेटिव्ह तणाव उद्भवतो जेव्हा संतुलन बिघडते, ज्यामुळे प्रतिक्रियाशील ऑक्सिजन प्रजातींचे उत्पादन वाढते.","However, oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species.","तथापि, जेव्हा समतोल बिघडतो, तेव्हा प्रतिक्रियाशील ऑक्सिजन प्रजातींमध्ये वाढ झाल्यामुळे ऑक्सिडेटिव्ह ताण होतो."
Should any burner fail to ignite its respective section will revert to 'purge' and in this way the system ensures safe removal of unburned fuel,कोणत्याही ज्वलंत न झालेल्या इंधनाच्या विभागाला सुरक्षितपणे काढून टाकण्यासाठी प्रणालीने पुरविलेल्या प्रत्येक ज्वलनशील विभागात एक 'शुद्धीकरण' क्रिया केली पाहिजे.,"Should any burner fail to ignite, its respective section will revert to 'purge', and in this way the system ensures safe removal of unburned fuel","जर कोणताही बर्नर पेटला नाही, तर त्याचा संबंधित विभाग 'पर्ज' वर परत जाईल आणि अशा प्रकारे प्रणाली न जळलेल्या इंधनाची सुरक्षित विल्हेवाट सुनिश्चित करते."
"At present rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.",वर्तमान दरानुसार नफा केवळ ७ टक्के आहे जो उद्योगात पसरलेला आहे ज्यावरून वाढत्या स्पर्धेचे संकेत मिळतात आणि नफ्याचे मार्जिन कडक होते.,"At present, rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्या उद्योगात केवळ ७% निव्वळ नफा देणारे परताव्याचे दर सर्वत्र पसरलेले आहेत, ज्यामुळे वाढलेली स्पर्धा आणि नफ्याचे घट्ट मार्जिन दिसून येते."
"He draws an analogy between this and the learning process of a new-born child as it develops into maturity and quotes Freud: ""Where id was, there ego shall be.""",या तुलनेमध्ये मूल कसे वाढते त्याप्रमाणेच प्रौढत्वात शिकणे समाविष्ट आहे असे त्याने सांगितले. त्यांनी फ्रॉइडचा संदर्भ दिला आणि म्हटले की 'इच्छा ही होती ती जागा जिथे इगो होता.',"He draws an analogy between this and the learning process of a new-born child as it develops into maturity, and quotes Freud: ""Where id was, there ego shall be.""","तो याची तुलना नवजात बालक प्रौढत्वाकडे विकसित होत असतानाच्या अध्ययन प्रक्रियेशी करतो आणि फ्रॉइडचे उद्धृत करतो: ""जिथे इड होते, तिथे इगो असेल."""
"Unfortunately though incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.",दुर्दैवाने तरी दोन्ही नकारात्मक आणि सकारात्मक प्रयोगांबाबत चुकीचे अंदाज लावले गेले होते ज्यामुळे अंतर्निहित मॉडेलची विश्वासार्हता संशयास्पद झाली होती.,"Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","तरीही दुर्दैवाने, नकारात्मक आणि सकारात्मक अशा दोन्ही प्रयोगांबद्दल चुकीचे अंदाज वर्तवले गेले, ज्यामुळे मूळ मॉडेलच्या विश्वसनीयतेबद्दल शंका निर्माण झाल्या."
Reject the applicant using procedure XYZ to ensure compliance with standard evaluation protocols.,अर्जदाराला प्रमाणित मूल्यांकन प्रोटोकॉलचे पालन सुनिश्चित करण्यासाठी प्रक्रिया एक्सवायझेड वापरून नाकारणे स्वीकार्य आहे.,"Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.",मानक मूल्यांकन नियमांचे पालन सुनिश्चित करण्यासाठी 'XYZ' कार्यपद्धतीचा वापर करून अर्जदाराला नाकारा.
It represents an early quantifiable hyperplastic response of the tissue to injury.,हे ऊतींच्या प्रारंभिक परिमाणात्मक हायपरप्लास्टिक प्रतिसादाचे प्रतिनिधित्व करते.,"It represents an early, quantifiable, hyperplastic response of the tissue to injury.","ते दुखापतीनंतर ऊतीचा लवकरचा, मोजता येण्याजोगा, हायपरप्लास्टिक प्रतिसाद दर्शविते."
Return the XYZ to the operator following the ABC routine to verify proper functioning and safety.,ऑपरेटरला एबीसी रूटीनचे पालन केल्यानंतर योग्य कार्यप्रणालीसाठी एक्सवायझेड परत करा.,"Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.",योग्य कार्यप्रणाली आणि सुरक्षितता सत्यापित करण्यासाठी 'एबीसी' नियमांचे पालन करून 'XYZ' ऑपरेटरला परत करा.
Insert the new disk into the disk drive with the notch at the bottom facing the drive’s entry slot.,नवीन डिस्क ड्राइव्हमध्ये घालावी ज्यावर तळाशी नॉच असेल ती खाली असलेल्या स्लॉटच्या दिशेने असावी.,"Insert the new disk into the disk drive, with the notch at the bottom facing the drive’s entry slot.","नवीन डिस्क डिस्क ड्राइव्हमध्ये घाला, ज्याचा तळाशी असलेला नॉच ड्राइव्हच्या प्रवेश स्लॉटकडे तोंड करून असेल."
"Replace the fuel lines and electrical conduits, which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.",इंधन लाईन्स आणि विद्युत वाहिन्या बदलणे आवश्यक आहे कारण त्यांच्यामध्ये दरड किंवा खराब झालेले बी-नट फिटिंग्स असतात जेणेकरून गळती टाळता येईल आणि सुरक्षित कामकाज सुनिश्चित होईल.,Replace the fuel lines and electrical conduits which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.,"ज्या इंधन लाईन्स आणि इलेक्ट्रिकल कंड्युईट्सना तडे गेले आहेत किंवा बी-नट फिटिंग्ज खराब झाली आहेत, त्यांना गळती टाळण्यासाठी आणि सुरक्षित कामकाज सुनिश्चित करण्यासाठी बदला."
The processor accepts data from input devices and checks it before computing to ensure accuracy and prevent errors.,प्रोसेसर इनपुट डिव्हाइसेसमधून डेटा स्वीकारतो आणि संगणनापूर्वी त्याची अचूकता तपासण्यासाठी तो तपासतो.,"The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट उपकरणांकडून डेटा स्वीकारतो आणि अचूकता सुनिश्चित करण्यासाठी व त्रुटी टाळण्यासाठी तो गणनेपूर्वी तपासतो.
"The orifice through which the exhaust gases leave the chamber, is larger than the intake valve opening.",एक्झॉस्ट गॅसेस बाहेर पडण्यासाठी कक्षामधून जाणारा उघडा हा इनटेक व्हॉल्व्हच्या उघडण्यापेक्षा मोठा असतो.,"The orifice, through which the exhaust gases leave the chamber is larger than the intake valve opening.","ज्या मुखातून उत्सर्जक वायू कक्षातून बाहेर पडतात, ते इनटेक व्हॉल्व्हच्या उघडण्यापेक्षा मोठे आहे."
Take no action as the camera operates automatically under all lighting conditions.,कॅमेरा स्वयंचलितपणे सर्व प्रकाश परिस्थितींमध्ये कार्य करतो म्हणून कोणतीही कारवाई करू नका.,"Take no action, as the camera operates automatically under all lighting conditions.","कोणतीही कार्यवाही करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत आपोआप कार्य करतो."
The species of fish supported by the reef are varied and abundant food supplies are available to sustain their populations.,सागरी प्रजातींची विविधता आणि विपुलता यामुळे अन्नसाखळीला आधार मिळतो.,"The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",रीफमुळे आधारलेल्या माशांच्या प्रजाती वैविध्यपूर्ण आहेत आणि त्यांच्या लोकसंख्या टिकवून ठेवण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.
"At high temperatures, all the ceramic materials show ductility and hardness decreases considerably, leading to a higher risk of deformation under load.",उच्च तापमानात सर्व सिरेमिक सामग्रीची लवचिकता आणि कडकपणा कमी होतो ज्यामुळे भार अंतर्गत विकृतीचा धोका वाढतो.,"At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरामिक साहित्ये तन्यता दर्शवतात आणि कडकपणा मोठ्या प्रमाणात कमी होतो, ज्यामुळे भाराखाली विरूपणाचा धोका वाढतो."
"This produces hard copy that can be retained but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","हार्ड कॉपी तयार केली जाऊ शकते परंतु मुद्रित पृष्ठे हाताळणे कठीण आहे, त्यामुळे डिजिटल स्टोरेज आणि व्ह्यूइंग अनेकदा पसंत केले जाते.)","This produces hard copy that can be retained, but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","यामुळे जतन करता येणारी हार्ड कॉपी तयार होते, पण छापलेली पाने हाताळण्यास जाडजूड असल्याने, डिजिटल साठवण आणि पाहण्याला अनेकदा प्राधान्य दिले जाते."
Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation and gateways into these networks are planned by the PTTs to ensure seamless data communication.,या कामाच्या ठिकाणी पीटीटीद्वारे पुरविण्यात येणाऱ्या पॅकेट स्विच नेटवर्कशी जोडणी करणे हे प्राथमिक आवश्यकता असेल.,"Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation, and gateways into these networks are planned by the PTTs to ensure seamless data communication.",पीटीटीने पुरवलेल्या पॅकेट-स्विच नेटवर्कशी जोडणी ही वर्कस्टेशनची प्रमुख आवश्यकता असेल आणि अखंड डेटा संवाद सुनिश्चित करण्यासाठी या नेटवर्कमध्ये प्रवेशासाठी गेटवे पीटीटीद्वारे नियोजित आहेत.
The system consistently achieved 50 gallons per hour optimum output.,प्रणालीने सतत ५०० गॅलन प्रति तास कमाल उत्पादन प्राप्त केले आहे.,The system consistently achieved 50 gallons per hour — optimum output.,प्रणालीने सातत्याने दर तासाला ५० गॅलन – इष्टतम उत्पादन – गाठले.
percentage reduction is critical: over and under reduction cause the ink to be very uneven and prone to smudging.,टक्केवारी कमी करणे महत्त्वाचे आहेः जास्त आणि कमी टक्केवारीमुळे शाई खूप असमान होते आणि धुळीला लागण्याची शक्यता असते.),percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,टक्केवारीतील घट निर्णायक आहे: जास्त घट आणि कमी घट यांमुळे शाई खूपच असमान होते आणि सहज डाग पडण्याची शक्यता असते.
Adopting a user-centered approach is a realistic strategy in the design of both paper and screen based forms.,वापरकर्त्याला केंद्रस्थानी ठेवणारी धोरण स्वीकारणे हे कागदावर आधारित आणि पडद्यावरील दोन्ही प्रकारच्या फॉर्मच्या रचनेसाठी एक वास्तववादी दृष्टिकोन आहे.,Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,"वापरकर्ता-केंद्रित दृष्टिकोन स्वीकारणे, कागदावर आधारित आणि स्क्रीनवर आधारित असलेल्या दोन्ही फॉर्म्सच्या डिझाइनमध्ये एक वास्तववादी रणनीती आहे."
Morphological studies of paraquat or oxygen toxicity in rats have shown significant cellular damage in lung tissue.,पॅराक्वाट किंवा ऑक्सिजन विषबाधेमुळे उंदरांच्या फुफ्फुसाच्या ऊतींमध्ये लक्षणीय पेशी नुकसान दिसून आले आहे.,Morphological studies of paraquat- or oxygen-toxicity in rats have shown significant cellular damage in lung tissue.,उंदरांमधील पॅराक्वेट किंवा ऑक्सिजन विषारीपणाच्या रूपात्मक अभ्यासांनी फुफ्फुसाच्या ऊतीमध्ये लक्षणीय पेशींचे नुकसान दर्शविले आहे.
One should read G. V. Carey’s chapter Proof Correction in Mind the Stop.,एक व्यक्ती जीने जी. व्ही. केरीचे 'मन द स्टॉप' हे अध्याय वाचावे अशी शिफारस केली आहे.,One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,जी. व्ही. कॅरीचा 'माईंड द स्टॉप' मधील 'प्रूफ करेक्शन' हा अध्याय वाचला पाहिजे.
"The glass content of this material is low, 10% by weight, for this application.","या सामग्रीचे काच प्रमाण कमी आहे, १० टक्के वजनाने, या अनुप्रयोगासाठी.","The glass content of this material is low, (10% by weight), for this application.",या सामग्रीतील काचेचे प्रमाण (वजनानुसार १०%) या उपयोगासाठी कमी आहे.
"During the experiment, the animals will be fed with water, via an automatic system, ad libitum.","प्रयोगादरम्यान प्राण्यांना पाणी मिळेल, स्वयंचलित प्रणालीद्वारे, अमर्याद प्रमाणात.","During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान, प्राण्यांना पाणी (स्वयंचलित प्रणालीद्वारे) इच्छेनुसार दिले जाईल."
a water:glycol ratio of 60:40 is preferred.,पाण्याचा ग्लायकोल गुणोत्तर ६०% ते ४०% आहे हे प्राधान्य दिले जाते.,a water/glycol ratio of 60/40 is preferred.,६०/४० पाण्याचे/ग्लायकॉलचे प्रमाण पसंत केले जाते.
It has thickness of only 16:240 inch.,हे फक्त १६:२४० इंच जाड आहे.,It has thickness of only 16/240 inch.,त्याची जाडी फक्त १६/२४० इंच आहे.
