Sentence,Response,sent_meant,gt
"My favourite opera composers are Verdi, Puccini, Mozart and Gilbert and Sullivan.","माझे आवडते ओपेरा संगीतकार व्हर्डी, पुचिनी, मोजार्ट आणि गिल्बर्ट आणि सल्लिव्हान आहेत.","My favourite opera composers are Verdi, Puccini, Mozart, and Gilbert and Sullivan.","माझे आवडते ऑपेरा संगीतकार व्हेर्डी, पुचिनी, मोझार्ट, आणि गिल्बर्ट व सुलिव्हन हे आहेत."
The only problem with the new project established in the desert at high cost is the lack of good access roads.,रेगिस्तानमध्ये स्थापन केलेल्या नवीन प्रकल्पात एकमेव समस्या ही महागडी किंमतीने बांधलेल्या चांगल्या प्रवेश मार्गांचा अभाव आहे.,"The only problem with the new project, established in the desert at high cost, is the lack of good access roads.",मोठ्या खर्चात वाळवंटी प्रदेशात उभारलेल्या नवीन प्रकल्पाची एकमेव समस्या म्हणजे चांगल्या प्रवेश मार्गांची कमतरता आहे.
Having failed in all previous attempts he evolved a new plan which surprised everybody.,"पहिल्या सर्व प्रयत्नांमध्ये अपयश झाल्यावर, तो एक नवीन योजना आखला ज्याने सर्वकाहीच आश्चर्यचकित केले.","Having failed in all previous attempts, he evolved a new plan which surprised everybody.","मागील सर्व प्रयत्नांमध्ये अपयशी ठरल्यानंतर त्याने एक नवीन योजना आखली, ज्यामुळे सर्वांना आश्चर्य वाटले."
When the film was developed none of the pictures proved satisfactory.,"फिल्म विकसित झाली की, कोणत्याही फोटो समाधानकारक ठरला नाही.","When the film was developed, none of the pictures proved satisfactory.",फिल्म डेव्हलप झाल्यावर एकही फोटो समाधानकारक निघाला नाही.
The school has adequate study facilities but hardly any sports facilities.,शाळेत अभ्यासासाठी पुरेसे सुविधा आहेत पण खेळासाठी अगदी कमी सुविधा आहेत.,"The school has adequate study facilities, but hardly any sports facilities.","शाळेत अभ्यासासाठी पुरेशा सुविधा आहेत, पण क्रीडा सुविधा जवळजवळ नाहीतच."
In his daily traffickings a Cairene resident is often made conscious of the suffocating pollution.,कायरोच्या एका निवाश्याला त्याच्या दैनंदिन व्यवसायात अनेकदा वेदनादायक प्रदूषणाची जाणीव होते.,"In his daily traffickings, a Cairene resident is often made conscious of the suffocating pollution.",त्याच्या दैनंदिन प्रवासात कैरोच्या रहिवाशाला गुदमरवून टाकणाऱ्या प्रदूषणाची वारंवार जाणीव होते.
If drama implies conflict and poetry metaphor then poetic drama must imply the dramatization of metaphor!,जर नाटक संघर्षाचा अर्थ असेल आणि कविता रूपक असेल तर कवितेचा नाटक हे रूपकाचे नाट्यीकरणच दर्शविते!,"If drama implies conflict, and poetry metaphor, then poetic drama must imply the dramatization of metaphor!","जर नाटक संघर्ष सूचित करत असेल, आणि कविता रूपक सूचित करत असेल, तर काव्य नाटक निश्चितपणे रूपकाचे नाट्यीकरण सूचित करते!"
Items serve as the nodes of the knowledge network and user-defined relators serve as the links between items.,महत्त्वाचे घटक ज्ञान नेटवर्कचे नोड्स म्हणून कार्य करतात आणि वापरकर्त्याने परिभाषित संबंध म्हणजे घटकांमधील जोड्या.,"Items serve as the nodes of the knowledge network, and user-defined relators serve as the links between items.","वस्तू ज्ञानाच्या नेटवर्कचे नोड्स म्हणून कार्य करतात, आणि वापरकर्त्याने परिभाषित केलेले रिलॅटर्स वस्तूंमधील दुवे म्हणून कार्य करतात."
A translator of technical texts often has to handle large amounts of information and needs to ensure that it is stored in an easily retrievable form.,तंत्रज्ञानात्मक ग्रंथांचे भाषांतरक अनेकदा मोठ्या प्रमाणात माहिती व्यवस्थापित करावी लागते आणि ती अशा स्वरूपात संग्रहित करावी लागते ज्यातून ते सोप्याने शोधले जाऊ शकेल.,"A translator of technical texts often has to handle large amounts of information, and needs to ensure that it is stored in an easily retrievable form.",तांत्रिक ग्रंथांच्या अनुवादकाला अनेकदा मोठ्या प्रमाणात माहिती हाताळावी लागते आणि ती सहज उपलब्ध होईल अशा स्वरूपात साठवली जाईल याची खात्री करावी लागते.
The calculator executed the functions that had been selected and displayed the results on the top half of the screen.,कॅल्क्युलेटरने निवडलेल्या कार्ये पूर्ण केली आणि परिणाम पडद्याच्या वरच्या अर्ध्या भागात प्रदर्शित केले.,"The calculator executed the functions that had been selected, and displayed the results on the top half of the screen.",कॅल्क्युलेटरने निवडलेली कार्ये पार पाडली आणि परिणाम स्क्रीनच्या वरच्या अर्ध्या भागावर प्रदर्शित केले.
"There are many disturbing factors fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","अनेक त्रासदायक घटक आहेत: थकवा, दृष्टीची कमतरता, वाचन क्षमतेची कमतरता, चिंता किंवा अनावश्यक सावधगिरी, लक्ष केंद्रित होण्याची कमतरता आणि अपुरा प्रेरणा.","There are many disturbing factors: fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","विचलित करणारे अनेक घटक आहेत: थकवा, खराब दृष्टी, खराब वाचन क्षमता, चिंता किंवा अवाजवी सावधगिरी, विचलितता आणि अपुरी प्रेरणा."
"When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components direct sound and reverberant sound.","एक स्रोत जेव्हा ध्वनी निर्माण करतो तेव्हा एका खोली किंवा इतर बंदिस्त जागी, खोलीतील ध्वनी दाब दोन घटकांपासून बनतो: प्रत्यक्ष ध्वनी आणि परावर्तित ध्वनी.","When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components: direct sound and reverberant sound.","जेव्हा ध्वनीचा स्रोत एखाद्या खोलीत किंवा इतर बंद जागेत कार्यरत असतो, तेव्हा खोलीतील ध्वनी दाबामध्ये दोन घटक असतात: थेट ध्वनी आणि निनादी ध्वनी."
The crucial words in the specification are the signals must be routed internally.,विशिष्टतेतील महत्त्वाचे शब्द हे आहेत की संकेत आंतरगत रस्त्याने नेले पाहिजेत.,The crucial words in the specification are ‘the signals must be routed internally’.,तपशीलातील महत्त्वाचे शब्द आहेत: ‘सिग्नल अंतर्गत मार्गाने पाठवले जाणे आवश्यक आहे’.
Would you please supply a list of the correct settings for the ABC,एबीसीसाठी योग्य सेटिंग्सची यादी देऊ शकाल का?,Would you please supply a list of the correct settings for the ABC?,कृपया 'एबीसी' साठी योग्य सेटिंग्जची एक यादी पुरवाल का?
Set BATTERY B switch to OFF set BATTERY C switch to ON.,बॅटरी बी स्विच ऑफवर आणि बॅटरी सी स्विच ऑनवर सेट करा.,Set BATTERY B switch to OFF; set BATTERY C switch to ON.,बॅटरी 'बी' चा स्विच 'ऑफ' करा; बॅटरी 'सी' चा स्विच 'ऑन' करा.
"However oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species","पण ऑक्सिडेटिव्ह स्ट्रेस तर निर्माण होते जेव्हा संतुलन बिघडतो, तेव्हा प्रतिक्रियाशील ऑक्सिजन प्रजातींच्या वाढीमुळे.","However, oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species.","तथापि, जेव्हा समतोल बिघडतो, तेव्हा प्रतिक्रियाशील ऑक्सिजन प्रजातींमध्ये वाढ झाल्यामुळे ऑक्सिडेटिव्ह ताण होतो."
Should any burner fail to ignite its respective section will revert to 'purge' and in this way the system ensures safe removal of unburned fuel,"जर कोणत्याही बर्नरला आग लागण्यास अयशस्वी झाल्यास त्याच्या संबंधित भागात पुन्हा 'पर्ज' अवस्थेत परत जाईल आणि या प्रकारे, प्रणाली अजागरित इंधनाच्या सुरक्षित काढण्याची खात्री करते.","Should any burner fail to ignite, its respective section will revert to 'purge', and in this way the system ensures safe removal of unburned fuel","जर कोणताही बर्नर पेटला नाही, तर त्याचा संबंधित विभाग 'पर्ज' वर परत जाईल आणि अशा प्रकारे प्रणाली न जळलेल्या इंधनाची सुरक्षित विल्हेवाट सुनिश्चित करते."
"At present rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","वर्तमान परतावाच्या दरांनुसार, फक्त ७% चा नेट प्रॉफिट देणारे व्यवसाय उद्योगात सर्वत्र पसरले आहेत, ज्यामुळे वाढलेली स्पर्धा आणि कमी फायद्याची मार्जिन दर्शविले आहेत.","At present, rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्या उद्योगात केवळ ७% निव्वळ नफा देणारे परताव्याचे दर सर्वत्र पसरलेले आहेत, ज्यामुळे वाढलेली स्पर्धा आणि नफ्याचे घट्ट मार्जिन दिसून येते."
"He draws an analogy between this and the learning process of a new-born child as it develops into maturity and quotes Freud: ""Where id was, there ego shall be.""","त्याने याचा तुलना नवजात बाळाच्या शिकण्याच्या प्रक्रियेशी केली ज्यामध्ये तो वयस्क होत असतो आणि फ्रायडच्या उद्धरणाचा उल्लेख केला: ""जथे आइड होता, तिथे इगो असेल.""","He draws an analogy between this and the learning process of a new-born child as it develops into maturity, and quotes Freud: ""Where id was, there ego shall be.""","तो याची तुलना नवजात बालक प्रौढत्वाकडे विकसित होत असतानाच्या अध्ययन प्रक्रियेशी करतो आणि फ्रॉइडचे उद्धृत करतो: ""जिथे इड होते, तिथे इगो असेल."""
"Unfortunately though incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","दुःखद आहे, तरीही दोन्ही नकारात्मक आणि सकारात्मक प्रयोगांविषयी चुकीचे अंदाजे लावले गेले, ज्यामुळे अंतर्गत मॉडेलची विश्वासार्हता यावर संशयास्पद वाटले.","Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","तरीही दुर्दैवाने, नकारात्मक आणि सकारात्मक अशा दोन्ही प्रयोगांबद्दल चुकीचे अंदाज वर्तवले गेले, ज्यामुळे मूळ मॉडेलच्या विश्वसनीयतेबद्दल शंका निर्माण झाल्या."
Reject the applicant using procedure XYZ to ensure compliance with standard evaluation protocols.,"XYZ पद्धती वापरून अर्जदार नाकारा, जेणेकरून मानक मूल्यांकन प्रोटोकॉलची पूर्तता होईल.","Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.",मानक मूल्यांकन नियमांचे पालन सुनिश्चित करण्यासाठी 'XYZ' कार्यपद्धतीचा वापर करून अर्जदाराला नाकारा.
It represents an early quantifiable hyperplastic response of the tissue to injury.,हे ऊतीचा जखमी झाल्यावर होणारा एका सुरुवातीचा मोजण्यायोग्य हायपरप्लास्टिक प्रतिसाद दर्शवितो.,"It represents an early, quantifiable, hyperplastic response of the tissue to injury.","ते दुखापतीनंतर ऊतीचा लवकरचा, मोजता येण्याजोगा, हायपरप्लास्टिक प्रतिसाद दर्शविते."
Return the XYZ to the operator following the ABC routine to verify proper functioning and safety.,"ABC पद्धतीनुसार ऑपरेटराला XYZ परत करा, योग्य कार्यक्षमता आणि सुरक्षिततेची खात्री करण्यासाठी.","Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.",योग्य कार्यप्रणाली आणि सुरक्षितता सत्यापित करण्यासाठी 'एबीसी' नियमांचे पालन करून 'XYZ' ऑपरेटरला परत करा.
Insert the new disk into the disk drive with the notch at the bottom facing the drive’s entry slot.,डिस्क ड्राइव्हमध्ये नवीन डिस्क खालील बाजू नोच ड्राइव्हच्या प्रवेश स्लॉटला तोंड देऊन टाका.,"Insert the new disk into the disk drive, with the notch at the bottom facing the drive’s entry slot.","नवीन डिस्क डिस्क ड्राइव्हमध्ये घाला, ज्याचा तळाशी असलेला नॉच ड्राइव्हच्या प्रवेश स्लॉटकडे तोंड करून असेल."
"Replace the fuel lines and electrical conduits, which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.","ईंधन लाईन्स आणि विद्युत कंड्युइट्स बदलणे आवश्यक आहे जेथे फटके किंवा नुकसान झालेले बी-नट फिटिंग्स असतात, लीक टाळण्यासाठी आणि सुरक्षित संचालनाची खात्री करण्यासाठी.",Replace the fuel lines and electrical conduits which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.,"ज्या इंधन लाईन्स आणि इलेक्ट्रिकल कंड्युईट्सना तडे गेले आहेत किंवा बी-नट फिटिंग्ज खराब झाली आहेत, त्यांना गळती टाळण्यासाठी आणि सुरक्षित कामकाज सुनिश्चित करण्यासाठी बदला."
The processor accepts data from input devices and checks it before computing to ensure accuracy and prevent errors.,"प्रोसेसर इनपुट उपकरणांमधून डेटा स्वीकारतो आणि ते संगणनापूर्वी तपासतो, तसेच अचूकता सुनिश्चित करण्यासाठी आणि त्रुटी टाळण्यासाठी.","The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट उपकरणांकडून डेटा स्वीकारतो आणि अचूकता सुनिश्चित करण्यासाठी व त्रुटी टाळण्यासाठी तो गणनेपूर्वी तपासतो.
"The orifice through which the exhaust gases leave the chamber, is larger than the intake valve opening.","क्षारणीतून निघणारे अपशिष्ट वायू बाहेर पडणारा छिद्र, प्रवेश वाल्वाच्या उघडण्यापेक्षा मोठा आहे.","The orifice, through which the exhaust gases leave the chamber is larger than the intake valve opening.","ज्या मुखातून उत्सर्जक वायू कक्षातून बाहेर पडतात, ते इनटेक व्हॉल्व्हच्या उघडण्यापेक्षा मोठे आहे."
Take no action as the camera operates automatically under all lighting conditions.,कामेरी ऑटोमेटिकपणे सर्व प्रकाश स्थितीत कार्य करते म्हणून कोणतीही कारवाई करू नका.,"Take no action, as the camera operates automatically under all lighting conditions.","कोणतीही कार्यवाही करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत आपोआप कार्य करतो."
The species of fish supported by the reef are varied and abundant food supplies are available to sustain their populations.,मरी Translation (Devanagari Script):  रीफने पोषित मासाच्या जाती विविध आणि प्रचुर मात्राने अन्न पुरवठा उपलब्ध आहेत त्यांच्या लोकसंख्येला पोषित करण्यासाठी.,"The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",रीफमुळे आधारलेल्या माशांच्या प्रजाती वैविध्यपूर्ण आहेत आणि त्यांच्या लोकसंख्या टिकवून ठेवण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.
"At high temperatures, all the ceramic materials show ductility and hardness decreases considerably, leading to a higher risk of deformation under load.","उंच तापमानावर, सर्व सिरेमिक पदार्थांमध्ये लवचिकता दाखवते आणि कठोरता खूपच कमी होते, ज्यामुळे ताणावर वक्रता होण्याची शक्यता जास्त होते.","At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरामिक साहित्ये तन्यता दर्शवतात आणि कडकपणा मोठ्या प्रमाणात कमी होतो, ज्यामुळे भाराखाली विरूपणाचा धोका वाढतो."
"This produces hard copy that can be retained but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","हे हार्ड कॉपी तयार करते जे ठेवले जाऊ शकते पण प्रिंट केलेले कागदपत्रे हाताळण्यास मोठे असतात, म्हणून डिजिटल संग्रहा आणि पाहण्याची अनेकदा प्राधान्य दिल जाते.","This produces hard copy that can be retained, but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","यामुळे जतन करता येणारी हार्ड कॉपी तयार होते, पण छापलेली पाने हाताळण्यास जाडजूड असल्याने, डिजिटल साठवण आणि पाहण्याला अनेकदा प्राधान्य दिले जाते."
Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation and gateways into these networks are planned by the PTTs to ensure seamless data communication.,वर्कस्टेशनसाठी पीटीटीने पुरवलेल्या पॅकेट-स्विच नेटवर्कशी जोडणे एक प्रमुख आवश्यकता असेल आणि या नेटवर्कमध्ये प्रवेशासाठी पीटीटींनी सुसंगत डेटा संवाद सुनिश्चित करण्यासाठी योजना आखली आहेत.,"Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation, and gateways into these networks are planned by the PTTs to ensure seamless data communication.",पीटीटीने पुरवलेल्या पॅकेट-स्विच नेटवर्कशी जोडणी ही वर्कस्टेशनची प्रमुख आवश्यकता असेल आणि अखंड डेटा संवाद सुनिश्चित करण्यासाठी या नेटवर्कमध्ये प्रवेशासाठी गेटवे पीटीटीद्वारे नियोजित आहेत.
The system consistently achieved 50 gallons per hour optimum output.,सिस्टम ने कमीतकमी ५० गॅलन्स प्रति तास उत्पन्न मिळवला.,The system consistently achieved 50 gallons per hour — optimum output.,प्रणालीने सातत्याने दर तासाला ५० गॅलन – इष्टतम उत्पादन – गाठले.
percentage reduction is critical: over and under reduction cause the ink to be very uneven and prone to smudging.,प्रतशत कमी करणे खूप महत्त्वाचे आहे: जास्त किंवा कमी कमी करणेमुळे इंक खूप असमान आणि स्मजण्यास अडकते.,percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,टक्केवारीतील घट निर्णायक आहे: जास्त घट आणि कमी घट यांमुळे शाई खूपच असमान होते आणि सहज डाग पडण्याची शक्यता असते.
Adopting a user-centered approach is a realistic strategy in the design of both paper and screen based forms.,वापरकर्त्यांना केंद्रित करणारा दृष्टिकोन कागद आणि स्क्रीनवर आधारित फॉर्म डिझाइन करण्यासाठी एक यथार्थवादी रणनीती आहे.,Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,"वापरकर्ता-केंद्रित दृष्टिकोन स्वीकारणे, कागदावर आधारित आणि स्क्रीनवर आधारित असलेल्या दोन्ही फॉर्म्सच्या डिझाइनमध्ये एक वास्तववादी रणनीती आहे."
Morphological studies of paraquat or oxygen toxicity in rats have shown significant cellular damage in lung tissue.,रातांमध्ये पेराक्वाट किंवा ऑक्सिजन विषाणूच्या रूपात्मक अभ्यासांमधून फुफ्फुसांच्या ऊतीत मोठा सेल्युलर नुकसान दिसून आले आहे.,Morphological studies of paraquat- or oxygen-toxicity in rats have shown significant cellular damage in lung tissue.,उंदरांमधील पॅराक्वेट किंवा ऑक्सिजन विषारीपणाच्या रूपात्मक अभ्यासांनी फुफ्फुसाच्या ऊतीमध्ये लक्षणीय पेशींचे नुकसान दर्शविले आहे.
One should read G. V. Carey’s chapter Proof Correction in Mind the Stop.,"एकाला जी. व्ही. केरी यांच्या ""माइंड द स्टॉप"" मध्ये ""प्रूफ करेक्शन"" या अध्यायाचा वाचन करायला हवा.",One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,जी. व्ही. कॅरीचा 'माईंड द स्टॉप' मधील 'प्रूफ करेक्शन' हा अध्याय वाचला पाहिजे.
"The glass content of this material is low, 10% by weight, for this application.","या पदार्थातील कांच्या प्रमाण हे कमी आहे, वजनानुसार १०%, या वापरासाठी.","The glass content of this material is low, (10% by weight), for this application.",या सामग्रीतील काचेचे प्रमाण (वजनानुसार १०%) या उपयोगासाठी कमी आहे.
"During the experiment, the animals will be fed with water, via an automatic system, ad libitum.","प्रयोगादरम्यान, प्राण्यांना स्वयंचलित प्रणालीद्वारे, इच्छेनुसार पाणी देण्यात येईल.","During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान, प्राण्यांना पाणी (स्वयंचलित प्रणालीद्वारे) इच्छेनुसार दिले जाईल."
a water:glycol ratio of 60:40 is preferred.,६०:४० चा पाण्याचा ग्लायकोल गुणोत्तर प्राधान्य आहे.,a water/glycol ratio of 60/40 is preferred.,६०/४० पाण्याचे/ग्लायकॉलचे प्रमाण पसंत केले जाते.
It has thickness of only 16:240 inch.,याची मोटेप 16:240 इंच आहे.,It has thickness of only 16/240 inch.,त्याची जाडी फक्त १६/२४० इंच आहे.
