Sentence,Response,sent_meant,gt
"My favourite opera composers are Verdi, Puccini, Mozart and Gilbert and Sullivan.","माझे आवडते ऑपेरा संगीतकार म्हणजे वर्डी, पुच्चीनी, मोजार्ट आणि गिल्बर्ट अँड सुलिव्हन आहेत.","My favourite opera composers are Verdi, Puccini, Mozart, and Gilbert and Sullivan.","माझे आवडते ऑपेरा संगीतकार व्हेर्डी, पुचिनी, मोझार्ट, आणि गिल्बर्ट व सुलिव्हन हे आहेत."
The only problem with the new project established in the desert at high cost is the lack of good access roads.,नवीन प्रकल्प स्थापन केलेल्या वाळवंटात उच्च खर्चामुळे फक्त एक समस्या आहे ती म्हणजे रस्ते चांगले नाहीत.,"The only problem with the new project, established in the desert at high cost, is the lack of good access roads.",मोठ्या खर्चात वाळवंटी प्रदेशात उभारलेल्या नवीन प्रकल्पाची एकमेव समस्या म्हणजे चांगल्या प्रवेश मार्गांची कमतरता आहे.
Having failed in all previous attempts he evolved a new plan which surprised everybody.,"सर्वप्रथम प्रयत्न करूनही तो अयशस्वी झाला, त्यामुळे त्याने एक नवीन योजना आखली जी सर्वांना आश्चर्यचकित केली.","Having failed in all previous attempts, he evolved a new plan which surprised everybody.","मागील सर्व प्रयत्नांमध्ये अपयशी ठरल्यानंतर त्याने एक नवीन योजना आखली, ज्यामुळे सर्वांना आश्चर्य वाटले."
When the film was developed none of the pictures proved satisfactory.,जेव्हा चित्रपट विकसित झाला तेव्हा त्यातील कोणत्याही चित्रांनी समाधानकारक परिणाम दिले नाहीत.,"When the film was developed, none of the pictures proved satisfactory.",फिल्म डेव्हलप झाल्यावर एकही फोटो समाधानकारक निघाला नाही.
The school has adequate study facilities but hardly any sports facilities.,शाळेला पुरे अभ्यासय् सुविधा आहे पण खेळण्यांची फार कमतरता आहे।,"The school has adequate study facilities, but hardly any sports facilities.","शाळेत अभ्यासासाठी पुरेशा सुविधा आहेत, पण क्रीडा सुविधा जवळजवळ नाहीतच."
In his daily traffickings a Cairene resident is often made conscious of the suffocating pollution.,एक कायरने रोजच्या वाहतुकीत अनेकदा कॅरिअन रहिवासीला श्वासोच्छवासाची समस्या जाणवते.,"In his daily traffickings, a Cairene resident is often made conscious of the suffocating pollution.",त्याच्या दैनंदिन प्रवासात कैरोच्या रहिवाशाला गुदमरवून टाकणाऱ्या प्रदूषणाची वारंवार जाणीव होते.
If drama implies conflict and poetry metaphor then poetic drama must imply the dramatization of metaphor!,जर नाटक म्हणजे संघर्ष आणि काव्य हे रूपक असेल तर काव्यात्मक नाटकाचा अर्थ नाट्यरूपात रूपकाचं चित्रण असा होतो.,"If drama implies conflict, and poetry metaphor, then poetic drama must imply the dramatization of metaphor!","जर नाटक संघर्ष सूचित करत असेल, आणि कविता रूपक सूचित करत असेल, तर काव्य नाटक निश्चितपणे रूपकाचे नाट्यीकरण सूचित करते!"
Items serve as the nodes of the knowledge network and user-defined relators serve as the links between items.,वस्तू ज्ञान नेटवर्कचे नोड्स आहेत आणि वापरकर्त्याने परिभाषित केलेले संबंध दुवे म्हणून काम करतात.,"Items serve as the nodes of the knowledge network, and user-defined relators serve as the links between items.","वस्तू ज्ञानाच्या नेटवर्कचे नोड्स म्हणून कार्य करतात, आणि वापरकर्त्याने परिभाषित केलेले रिलॅटर्स वस्तूंमधील दुवे म्हणून कार्य करतात."
A translator of technical texts often has to handle large amounts of information and needs to ensure that it is stored in an easily retrievable form.,एक अनुवादक अक्सर तकनीकी ग्रंथों के साथ काम करता है और उसे बड़ी मात्रा में जानकारी संग्रहित करने की आवश्यकता होती है।,"A translator of technical texts often has to handle large amounts of information, and needs to ensure that it is stored in an easily retrievable form.",तांत्रिक ग्रंथांच्या अनुवादकाला अनेकदा मोठ्या प्रमाणात माहिती हाताळावी लागते आणि ती सहज उपलब्ध होईल अशा स्वरूपात साठवली जाईल याची खात्री करावी लागते.
The calculator executed the functions that had been selected and displayed the results on the top half of the screen.,Calculator ने उन कार्यों को निष्पादित किया था जिन्हें चुना गया था और स्क्रीन के शीर्ष आधे हिस्से पर परिणाम प्रदर्शित किए गए थे।,"The calculator executed the functions that had been selected, and displayed the results on the top half of the screen.",कॅल्क्युलेटरने निवडलेली कार्ये पार पाडली आणि परिणाम स्क्रीनच्या वरच्या अर्ध्या भागावर प्रदर्शित केले.
"These are the components required motor brushes, bearings, and wiring.","ये मोटर ब्रश, बियरिंग और वायरिंग हैं।","These are the components required: motor brushes, bearings, and wiring.","आवश्यक असलेले घटक खालीलप्रमाणे आहेत: मोटार ब्रशेस, बेअरिंग्ज आणि वायरिंग."
"When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components direct sound and reverberant sound.",जेव्हा ध्वनीचा स्रोत खोलीत किंवा इतर कोणत्याही बंद जागेत कार्यरत असतो तेव्हा खोलीतील आवाजाचे दोन घटक असतात - थेट आवाज आणि प्रतिध्वनीयुक्त आवाज.,"When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components: direct sound and reverberant sound.","जेव्हा ध्वनीचा स्रोत एखाद्या खोलीत किंवा इतर बंद जागेत कार्यरत असतो, तेव्हा खोलीतील ध्वनी दाबामध्ये दोन घटक असतात: थेट ध्वनी आणि निनादी ध्वनी."
The crucial words in the specification are the signals must be routed internally.,,The crucial words in the specification are ‘the signals must be routed internally’.,तपशीलातील महत्त्वाचे शब्द आहेत: ‘सिग्नल अंतर्गत मार्गाने पाठवले जाणे आवश्यक आहे’.
Would you please supply a list of the correct settings for the ABC,आप कृपया एक सूची प्रदान करें जिसमें एबीसी के लिए सही सेटिंग्स हों।,Would you please supply a list of the correct settings for the ABC?,कृपया 'एबीसी' साठी योग्य सेटिंग्जची एक यादी पुरवाल का?
Set BATTERY B switch to OFF set BATTERY C switch to ON.,सेट बॅटरी बी स्विच ऑफ सेट बॅटरी सी स्विच ऑन.,Set BATTERY B switch to OFF; set BATTERY C switch to ON.,बॅटरी 'बी' चा स्विच 'ऑफ' करा; बॅटरी 'सी' चा स्विच 'ऑन' करा.
"What we see, we believe what we hear, we register",आपण जे पाहतो तेच आपल्याला ऐकू येते आणि आपण ऐकतो त्यावरून आपली नोंद होते.,"What we see, we believe; what we hear, we register","जे पाहतो, त्यावर विश्वास ठेवतो; जे ऐकतो, त्याची नोंद घेतो."
"However oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species",तथापि ऑक्सिडेशन तणाव उद्भवतो जेव्हा संतुलन बिघडते तेव्हा ते वाढते.,"However, oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species.","तथापि, जेव्हा समतोल बिघडतो, तेव्हा प्रतिक्रियाशील ऑक्सिजन प्रजातींमध्ये वाढ झाल्यामुळे ऑक्सिडेटिव्ह ताण होतो."
Should any burner fail to ignite its respective section will revert to 'purge' and in this way the system ensures safe removal of unburned fuel,"""अग्निहोत्र"" या संस्कृत शब्दाचा अर्थ, ज्याचा इंग्रजीत ""आग-हवन"" असा अनुवाद केला जातो, तो हिंदू धर्मात अग्नीला प्रज्वलित करण्यासाठी आणि धार्मिक विधींसाठी वापरला जाणारा एक प्रकारचा अग्नि आहे.","Should any burner fail to ignite, its respective section will revert to 'purge', and in this way the system ensures safe removal of unburned fuel","जर कोणताही बर्नर पेटला नाही, तर त्याचा संबंधित विभाग 'पर्ज' वर परत जाईल आणि अशा प्रकारे प्रणाली न जळलेल्या इंधनाची सुरक्षित विल्हेवाट सुनिश्चित करते."
"At present rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.",वर्तमान दरों पर रिटर्न केवल 7 प्रतिशत है जो उद्योग में प्रतिस्पर्धा और अधिक लाभ मार्जिन को दर्शाता है।,"At present, rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्या उद्योगात केवळ ७% निव्वळ नफा देणारे परताव्याचे दर सर्वत्र पसरलेले आहेत, ज्यामुळे वाढलेली स्पर्धा आणि नफ्याचे घट्ट मार्जिन दिसून येते."
"Unfortunately though incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","दुर्दैवाने तरी दोन्ही नकारात्मक आणि सकारात्मक प्रयोगांबाबत चुकीचे अंदाज लावले गेले होते, ज्यामुळे अंतर्निहित मॉडेलच्या विश्वासार्हतेबद्दल शंका निर्माण झाली होती.","Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","तरीही दुर्दैवाने, नकारात्मक आणि सकारात्मक अशा दोन्ही प्रयोगांबद्दल चुकीचे अंदाज वर्तवले गेले, ज्यामुळे मूळ मॉडेलच्या विश्वसनीयतेबद्दल शंका निर्माण झाल्या."
Reject the applicant using procedure XYZ to ensure compliance with standard evaluation protocols.,"अर्जदाराला मानक मूल्यांकन प्रोटोकॉलचा वापर करून नाकारणे, जेणेकरून अनुपालन सुनिश्चित होईल.","Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.",मानक मूल्यांकन नियमांचे पालन सुनिश्चित करण्यासाठी 'XYZ' कार्यपद्धतीचा वापर करून अर्जदाराला नाकारा.
Return the XYZ to the operator following the ABC routine to verify proper functioning and safety.,"ऑपरेटरला परत XYZ द्या, त्यानंतर ABCD रूटीन तपासून योग्य कार्य आणि सुरक्षितता सत्यापित करा.","Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.",योग्य कार्यप्रणाली आणि सुरक्षितता सत्यापित करण्यासाठी 'एबीसी' नियमांचे पालन करून 'XYZ' ऑपरेटरला परत करा.
"Replace the fuel lines and electrical conduits, which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.",इंधन लाईन्स आणि विद्युत नळ्या बदलणे आवश्यक आहे कारण त्यांच्यामध्ये दरड कोसळल्या आहेत किंवा खराब झालेले बूट फिटिंग्समुळे गळती होऊ नये म्हणून त्यांना सुरक्षित ठेवावे लागेल.,Replace the fuel lines and electrical conduits which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.,"ज्या इंधन लाईन्स आणि इलेक्ट्रिकल कंड्युईट्सना तडे गेले आहेत किंवा बी-नट फिटिंग्ज खराब झाली आहेत, त्यांना गळती टाळण्यासाठी आणि सुरक्षित कामकाज सुनिश्चित करण्यासाठी बदला."
The processor accepts data from input devices and checks it before computing to ensure accuracy and prevent errors.,प्रोसेसर इनपुट डिव्हाइसमधून डेटा स्वीकारतो आणि संगणन करण्यापूर्वी त्याची अचूकता तपासण्यासाठी तपासणी करतो.,"The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट उपकरणांकडून डेटा स्वीकारतो आणि अचूकता सुनिश्चित करण्यासाठी व त्रुटी टाळण्यासाठी तो गणनेपूर्वी तपासतो.
Take no action as the camera operates automatically under all lighting conditions.,"सर्वप्रकारे प्रकाशात असो, तरी कॅमेरा आपोआप चालतोच.","Take no action, as the camera operates automatically under all lighting conditions.","कोणतीही कार्यवाही करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत आपोआप कार्य करतो."
The species of fish supported by the reef are varied and abundant food supplies are available to sustain their populations.,प्रजातीचे मासे विविध आणि विपुल अन्नपुरवठा त्यांच्या लोकसंख्येला टिकवून ठेवण्यासाठी उपलब्ध आहे.,"The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",रीफमुळे आधारलेल्या माशांच्या प्रजाती वैविध्यपूर्ण आहेत आणि त्यांच्या लोकसंख्या टिकवून ठेवण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.
"At high temperatures, all the ceramic materials show ductility and hardness decreases considerably, leading to a higher risk of deformation under load.",उच्च तापमानांवर सर्व सिरेमिक सामग्रीमध्ये लवचिकता आणि कडकपणा कमी होतो ज्यामुळे भार अंतर्गत विरूपण होण्याची शक्यता वाढते.,"At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरामिक साहित्ये तन्यता दर्शवतात आणि कडकपणा मोठ्या प्रमाणात कमी होतो, ज्यामुळे भाराखाली विरूपणाचा धोका वाढतो."
The system consistently achieved 50 gallons per hour optimum output.,प्रणाली सतत ५० गॅलन प्रति तास सर्वोत्तम उत्पादन साध्य करते.,The system consistently achieved 50 gallons per hour — optimum output.,प्रणालीने सातत्याने दर तासाला ५० गॅलन – इष्टतम उत्पादन – गाठले.
percentage reduction is critical: over and under reduction cause the ink to be very uneven and prone to smudging.,प्रतिशत कमी करणे अत्यंत महत्वाचे आहे: ओव्हर आणि अंडर रिडक्शनमुळे इंक खूप असमान होते आणि धुळीस मिळते.,percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,टक्केवारीतील घट निर्णायक आहे: जास्त घट आणि कमी घट यांमुळे शाई खूपच असमान होते आणि सहज डाग पडण्याची शक्यता असते.
Adopting a user-centered approach is a realistic strategy in the design of both paper and screen based forms.,उपयोगकर्ता केंद्रित दृष्टिकोण को अपनाना कागज़ और स्क्रीन आधारित दोनों रूपों के डिजाइन में एक यथार्थवादी रणनीति है।,Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,"वापरकर्ता-केंद्रित दृष्टिकोन स्वीकारणे, कागदावर आधारित आणि स्क्रीनवर आधारित असलेल्या दोन्ही फॉर्म्सच्या डिझाइनमध्ये एक वास्तववादी रणनीती आहे."
One should read G. V. Carey’s chapter Proof Correction in Mind the Stop.,गोविन्दराव पानसे यांनी लिहिलेला 'प्रूफ करेक्शन इन माइंड द स्टॉप' हा भाग वाचावा.,One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,जी. व्ही. कॅरीचा 'माईंड द स्टॉप' मधील 'प्रूफ करेक्शन' हा अध्याय वाचला पाहिजे.
"The glass content of this material is low, 10% by weight, for this application.",कांचनं सामग्रीयां अत्यल्पम् - १० % वज्रपातकं यावत् ।,"The glass content of this material is low, (10% by weight), for this application.",या सामग्रीतील काचेचे प्रमाण (वजनानुसार १०%) या उपयोगासाठी कमी आहे.
"During the experiment, the animals will be fed with water, via an automatic system, ad libitum.","प्रयोगादरम्यान प्राण्यांना पाणी मिळेल, स्वयंचलित प्रणालीद्वारे.","During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान, प्राण्यांना पाणी (स्वयंचलित प्रणालीद्वारे) इच्छेनुसार दिले जाईल."
a water:glycol ratio of 60:40 is preferred.,एक जल-ग्लिसरॉल गुणोत्तर ६० : ४० हे पसंत आहे.,a water/glycol ratio of 60/40 is preferred.,६०/४० पाण्याचे/ग्लायकॉलचे प्रमाण पसंत केले जाते.
