Sentence,Response,sent_meant,gt
"However oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species","तथापि, ऑक्सिडेटिव्ह स्ट्रेस होतो जेव्हा संतुलन बिघडतो, तेव्हा प्रतिक्रियाशील ऑक्सिजन स्पीशीजमध्ये वाढ होते.","However, oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species.","तथापि, जेव्हा समतोल बिघडतो, तेव्हा प्रतिक्रियाशील ऑक्सिजन प्रजातींमध्ये वाढ झाल्यामुळे ऑक्सिडेटिव्ह ताण होतो."
Should any burner fail to ignite its respective section will revert to 'purge' and in this way the system ensures safe removal of unburned fuel,"जर कोणत्याही बर्नरला ज्वलन होण्यास अयशस्वी व्हावा, तर त्याच्या संबंधित भागात 'पर्ज' करण्यास परत जाईल आणि या प्रकारे, प्रणाली अज्वललेल्या इंधनाच्या सुरक्षित काढणीची खात्री करते.","Should any burner fail to ignite, its respective section will revert to 'purge', and in this way the system ensures safe removal of unburned fuel","जर कोणताही बर्नर पेटला नाही, तर त्याचा संबंधित विभाग 'पर्ज' वर परत जाईल आणि अशा प्रकारे प्रणाली न जळलेल्या इंधनाची सुरक्षित विल्हेवाट सुनिश्चित करते."
"At present rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","आजच्या दरानुसार, ७% इतके नेट प्रॉफिट देणारे परतावा व्यापक आहेत, ज्यामुळे उद्योगात वाढलेली स्पर्धा आणि कमी प्रॉफिट मार्जिन दर्शविले आहेत.","At present, rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्या उद्योगात केवळ ७% निव्वळ नफा देणारे परताव्याचे दर सर्वत्र पसरलेले आहेत, ज्यामुळे वाढलेली स्पर्धा आणि नफ्याचे घट्ट मार्जिन दिसून येते."
"He draws an analogy between this and the learning process of a new-born child as it develops into maturity and quotes Freud: ""Where id was, there ego shall be.""","तो याच्याशी नवजात बाळाच्या शिकण्याच्या प्रक्रियेशी तुलना करतो, ज्याप्रमाणे तो परिपक्व होत असतो आणि फ्रायडचा उद्धरण करते: जहाँ आइड होता, तिथे आहं असेल.","He draws an analogy between this and the learning process of a new-born child as it develops into maturity, and quotes Freud: ""Where id was, there ego shall be.""","तो याची तुलना नवजात बालक प्रौढत्वाकडे विकसित होत असतानाच्या अध्ययन प्रक्रियेशी करतो आणि फ्रॉइडचे उद्धृत करतो: ""जिथे इड होते, तिथे इगो असेल."""
"Unfortunately though incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","दुःखद आहे, तरीही नकारात्मक आणि सकारात्मक प्रयोगांबद्दल चुकीच्या अंदाजे आढळले, ज्यामुळे अंतर्गत मॉडेलची विश्वासार्हता यावर संशयास्पद वाटले.","Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","तरीही दुर्दैवाने, नकारात्मक आणि सकारात्मक अशा दोन्ही प्रयोगांबद्दल चुकीचे अंदाज वर्तवले गेले, ज्यामुळे मूळ मॉडेलच्या विश्वसनीयतेबद्दल शंका निर्माण झाल्या."
Reject the applicant using procedure XYZ to ensure compliance with standard evaluation protocols.,"आवेदकास नाकारा, प्रक्रिया XYZ वापरून, मानक मूल्यांकन प्रोटोकॉलची पूर्तता करण्यासाठी.","Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.",मानक मूल्यांकन नियमांचे पालन सुनिश्चित करण्यासाठी 'XYZ' कार्यपद्धतीचा वापर करून अर्जदाराला नाकारा.
It represents an early quantifiable hyperplastic response of the tissue to injury.,"ही ऊतीला जखमी झाल्यावर होणारी एका जवळपास मोजण्यायोग्य, अतिवृद्धि प्रतिक्रिया दर्शवते.","It represents an early, quantifiable, hyperplastic response of the tissue to injury.","ते दुखापतीनंतर ऊतीचा लवकरचा, मोजता येण्याजोगा, हायपरप्लास्टिक प्रतिसाद दर्शविते."
Return the XYZ to the operator following the ABC routine to verify proper functioning and safety.,"XYZला ऑपरेटरला, ABC रूटीन पाळून परत करा, योग्य कार्यक्षमता आणि सुरक्षिततेची खात्री करण्यासाठी.","Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.",योग्य कार्यप्रणाली आणि सुरक्षितता सत्यापित करण्यासाठी 'एबीसी' नियमांचे पालन करून 'XYZ' ऑपरेटरला परत करा.
Insert the new disk into the disk drive with the notch at the bottom facing the drive’s entry slot.,"नवीन डिस्क ड्राइव्हमध्ये टाका, त्याच्या खालील नॉच ड्राइव्हच्या प्रवेश स्लॉटला तोंड देऊन.","Insert the new disk into the disk drive, with the notch at the bottom facing the drive’s entry slot.","नवीन डिस्क डिस्क ड्राइव्हमध्ये घाला, ज्याचा तळाशी असलेला नॉच ड्राइव्हच्या प्रवेश स्लॉटकडे तोंड करून असेल."
"Replace the fuel lines and electrical conduits, which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.","फ्युअल लाईन्स आणि विद्युत कंड्युइट्स बदलवा, ज्यामध्ये फट किंवा नुकसान झालेले बी-नट फिटिंग्स आहेत, लीक रोखण्यासाठी आणि सुरक्षित कामगिरी सुनिश्चित करण्यासाठी.",Replace the fuel lines and electrical conduits which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.,"ज्या इंधन लाईन्स आणि इलेक्ट्रिकल कंड्युईट्सना तडे गेले आहेत किंवा बी-नट फिटिंग्ज खराब झाली आहेत, त्यांना गळती टाळण्यासाठी आणि सुरक्षित कामकाज सुनिश्चित करण्यासाठी बदला."
The processor accepts data from input devices and checks it before computing to ensure accuracy and prevent errors.,"प्रोसेसर इनपुट उपकरणांपासून डेटा स्वीकारतो आणि ते संगणनापूर्वी तपासतो, सटीकतेची खात्री करण्यासाठी आणि त्रुटी टाळण्यासाठी.","The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट उपकरणांकडून डेटा स्वीकारतो आणि अचूकता सुनिश्चित करण्यासाठी व त्रुटी टाळण्यासाठी तो गणनेपूर्वी तपासतो.
"The orifice through which the exhaust gases leave the chamber, is larger than the intake valve opening.","उसहून बाहेर पडणाऱ्या निकास वायूंच्या जागेचे आकार, प्रवेश वाल्व्हीच्या उघडण्यापेक्षा मोठा आहे.","The orifice, through which the exhaust gases leave the chamber is larger than the intake valve opening.","ज्या मुखातून उत्सर्जक वायू कक्षातून बाहेर पडतात, ते इनटेक व्हॉल्व्हच्या उघडण्यापेक्षा मोठे आहे."
Take no action as the camera operates automatically under all lighting conditions.,"काहीही कारवाई करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत स्वयंचलितपणे कार्य करते.","Take no action, as the camera operates automatically under all lighting conditions.","कोणतीही कार्यवाही करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत आपोआप कार्य करतो."
The species of fish supported by the reef are varied and abundant food supplies are available to sustain their populations.,"रीफने समर्थित केलेल्या मासेच्या प्रजाती विविध आहेत, आणि त्यांच्या लोकसंख्यांना पोषित करण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.","The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",रीफमुळे आधारलेल्या माशांच्या प्रजाती वैविध्यपूर्ण आहेत आणि त्यांच्या लोकसंख्या टिकवून ठेवण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.
"At high temperatures, all the ceramic materials show ductility and hardness decreases considerably, leading to a higher risk of deformation under load.","उंच तापमानावर, सर्व सिरेमिक पदार्थांना दुराव आणि कठोरता खूप कमी होते, ज्यामुळे ताणावर वक्रता होण्याची उच्च शक्यता असते.","At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरामिक साहित्ये तन्यता दर्शवतात आणि कडकपणा मोठ्या प्रमाणात कमी होतो, ज्यामुळे भाराखाली विरूपणाचा धोका वाढतो."
"This produces hard copy that can be retained but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","हे हार्ड कॉपी तयार करते जे राखले जाऊ शकते, पण छापलेले कागदपत्रे हाताळण्यास मोटे असतात, म्हणून डिजिटल संग्रहण आणि पाहणे अनेकदा प्राधान्य दिले जाते.","This produces hard copy that can be retained, but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","यामुळे जतन करता येणारी हार्ड कॉपी तयार होते, पण छापलेली पाने हाताळण्यास जाडजूड असल्याने, डिजिटल साठवण आणि पाहण्याला अनेकदा प्राधान्य दिले जाते."
Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation and gateways into these networks are planned by the PTTs to ensure seamless data communication.,"पीटीटी-संचालित पॅकेट-स्विच नेटवर्कशी जोडणे कार्यस्थळाचे प्रमुख आवश्यकता असेल, आणि या नेटवर्कमध्ये प्रवेशद्वारे पीटीटीद्वारे सुसंगत डेटा संवाद सुनिश्चित करण्यासाठी नियोजित आहेत.","Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation, and gateways into these networks are planned by the PTTs to ensure seamless data communication.",पीटीटीने पुरवलेल्या पॅकेट-स्विच नेटवर्कशी जोडणी ही वर्कस्टेशनची प्रमुख आवश्यकता असेल आणि अखंड डेटा संवाद सुनिश्चित करण्यासाठी या नेटवर्कमध्ये प्रवेशासाठी गेटवे पीटीटीद्वारे नियोजित आहेत.
The system consistently achieved 50 gallons per hour optimum output.,"सिस्टम ने कमीतकमी ५० गॅलन्स प्रति तास, आदर्श उत्पादन मिळवले.",The system consistently achieved 50 gallons per hour — optimum output.,प्रणालीने सातत्याने दर तासाला ५० गॅलन – इष्टतम उत्पादन – गाठले.
percentage reduction is critical: over and under reduction cause the ink to be very uneven and prone to smudging.,टक्केवारी कमी करणे महत्त्वाचे आहे; जास्त किंवा कमी कमी करणेमुळे इंक खूपच असमान आणि स्मजण्यास अत्यंत संवेदनशील बनते.,percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,टक्केवारीतील घट निर्णायक आहे: जास्त घट आणि कमी घट यांमुळे शाई खूपच असमान होते आणि सहज डाग पडण्याची शक्यता असते.
Adopting a user-centered approach is a realistic strategy in the design of both paper and screen based forms.,वापरकर्त्यांना केंद्रित करणारा दृष्टिकोन हा कागद आणि स्क्रीनवर आधारित फॉर्म डिझाइन करण्यात एक यथार्थवादी रणनीती आहे.,Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,"वापरकर्ता-केंद्रित दृष्टिकोन स्वीकारणे, कागदावर आधारित आणि स्क्रीनवर आधारित असलेल्या दोन्ही फॉर्म्सच्या डिझाइनमध्ये एक वास्तववादी रणनीती आहे."
Morphological studies of paraquat or oxygen toxicity in rats have shown significant cellular damage in lung tissue.,पॅराक्‍वाट किंवा ऑक्‍सीजन विषाणूंवर प्राण्यांवर केलेल्या आकारशास्त्रीय अभ्यासांमधून फुफ्फुसांच्या ऊतीत मोठा सेल्युलर नुकसान दिसून आले आहे.,Morphological studies of paraquat- or oxygen-toxicity in rats have shown significant cellular damage in lung tissue.,उंदरांमधील पॅराक्वेट किंवा ऑक्सिजन विषारीपणाच्या रूपात्मक अभ्यासांनी फुफ्फुसाच्या ऊतीमध्ये लक्षणीय पेशींचे नुकसान दर्शविले आहे.
One should read G. V. Carey’s chapter Proof Correction in Mind the Stop.,"एकाला जी. व्ही. केरी यांच्या प्रूफ करेक्शन या अध्यायाचा वाचन करायला हवा, *माइंड द स्टॉप* मध्ये.",One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,जी. व्ही. कॅरीचा 'माईंड द स्टॉप' मधील 'प्रूफ करेक्शन' हा अध्याय वाचला पाहिजे.
"The glass content of this material is low, 10% by weight, for this application.","या पदार्थाचे कांच्याचे प्रमाण कमी आहे, वजननुसार १०%, या वापरासाठी.","The glass content of this material is low, (10% by weight), for this application.",या सामग्रीतील काचेचे प्रमाण (वजनानुसार १०%) या उपयोगासाठी कमी आहे.
"During the experiment, the animals will be fed with water, via an automatic system, ad libitum.","प्रयोगादरम्यान, प्राण्यांना स्वयंचलित प्रणालीद्वारे, अद-लिबिटम पाणी देण्यात येईल.","During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान, प्राण्यांना पाणी (स्वयंचलित प्रणालीद्वारे) इच्छेनुसार दिले जाईल."
a water:glycol ratio of 60:40 is preferred.,पाण्याच्या आणि ग्लायकॉलच्या मिश्रणाचा ६०:४०अनुपात आवडतो.,a water/glycol ratio of 60/40 is preferred.,६०/४० पाण्याचे/ग्लायकॉलचे प्रमाण पसंत केले जाते.
It has thickness of only 16:240 inch.,याची मोटाई फक्त १६:२४० इंच आहे.,It has thickness of only 16/240 inch.,त्याची जाडी फक्त १६/२४० इंच आहे.
