Sentence,Response,sent_meant,gt
Having failed in all previous attempts he evolved a new plan which surprised everybody.,"सर्व पूर्व प्रयत्नांमध्ये विफल होऊन, त्याने एक नवीन योजना विकसित केली जी सर्वांना आश्चर्यचकित करू लागली.","Having failed in all previous attempts, he evolved a new plan which surprised everybody.","मागील सर्व प्रयत्नांमध्ये अपयशी ठरल्यानंतर त्याने एक नवीन योजना आखली, ज्यामुळे सर्वांना आश्चर्य वाटले."
When the film was developed none of the pictures proved satisfactory.,"व्हेन फिल्म विकसित झाल्यावर, कोणत्याही चित्रांना संतोषकारी ठरले नाही.","When the film was developed, none of the pictures proved satisfactory.",फिल्म डेव्हलप झाल्यावर एकही फोटो समाधानकारक निघाला नाही.
The school has adequate study facilities but hardly any sports facilities.,"शाळेने योग्य शैक्षणिक सुविधा आहेत, पण खूप कमी खेळांच्या सुविधा आहेत.","The school has adequate study facilities, but hardly any sports facilities.","शाळेत अभ्यासासाठी पुरेशा सुविधा आहेत, पण क्रीडा सुविधा जवळजवळ नाहीतच."
In his daily traffickings a Cairene resident is often made conscious of the suffocating pollution.,त्याच्या दैनंदिन व्यापारातून काही वेळा कैरो येथील निवासी तितक्या वायुप्रदूषणामुळे गोंधळून जातो.,"In his daily traffickings, a Cairene resident is often made conscious of the suffocating pollution.",त्याच्या दैनंदिन प्रवासात कैरोच्या रहिवाशाला गुदमरवून टाकणाऱ्या प्रदूषणाची वारंवार जाणीव होते.
If drama implies conflict and poetry metaphor then poetic drama must imply the dramatization of metaphor!,,"If drama implies conflict, and poetry metaphor, then poetic drama must imply the dramatization of metaphor!","जर नाटक संघर्ष सूचित करत असेल, आणि कविता रूपक सूचित करत असेल, तर काव्य नाटक निश्चितपणे रूपकाचे नाट्यीकरण सूचित करते!"
Items serve as the nodes of the knowledge network and user-defined relators serve as the links between items.,या नोड्स म्हणून ज्ञान नेटवर्कमध्ये आहेत आणि वापरकर्त्यांनी निर्धारित संबंधके आहेत जे घटकांमधील लिंक्सची भूमिका बजावतात.,"Items serve as the nodes of the knowledge network, and user-defined relators serve as the links between items.","वस्तू ज्ञानाच्या नेटवर्कचे नोड्स म्हणून कार्य करतात, आणि वापरकर्त्याने परिभाषित केलेले रिलॅटर्स वस्तूंमधील दुवे म्हणून कार्य करतात."
A translator of technical texts often has to handle large amounts of information and needs to ensure that it is stored in an easily retrievable form.,सांख्यिकीशास्त्रातील विशेषतः व्यावसायिक मजकूरांचे अनुवादक विश्वासार्ह माहिती मोठ्या प्रमाणात संभाळण्यासाठी आणि ती सरळपणे शोधता येईल असे संग्रहित करण्यासाठी आवश्यक आहे.,"A translator of technical texts often has to handle large amounts of information, and needs to ensure that it is stored in an easily retrievable form.",तांत्रिक ग्रंथांच्या अनुवादकाला अनेकदा मोठ्या प्रमाणात माहिती हाताळावी लागते आणि ती सहज उपलब्ध होईल अशा स्वरूपात साठवली जाईल याची खात्री करावी लागते.
The calculator executed the functions that had been selected and displayed the results on the top half of the screen.,कॅलक्युलेटरने निवडलेल्या कार्यांना साकारले आणि स्क्रीनच्या वरच्या भागावर परिणाम प्रदर्शित केले.,"The calculator executed the functions that had been selected, and displayed the results on the top half of the screen.",कॅल्क्युलेटरने निवडलेली कार्ये पार पाडली आणि परिणाम स्क्रीनच्या वरच्या अर्ध्या भागावर प्रदर्शित केले.
"There are many disturbing factors fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","अनेक अडथळे आहेत, ज्यात थकवा, दृष्टी नसल्याने दोष, वाचनाची क्षमता नसल्याने दोष, व्याकुलता, अतिरिक्त सावधानता, विचारांची विचारांना धक्का देणे आणि कमी प्रेरणा यांचा समावेश आहे.","There are many disturbing factors: fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","विचलित करणारे अनेक घटक आहेत: थकवा, खराब दृष्टी, खराब वाचन क्षमता, चिंता किंवा अवाजवी सावधगिरी, विचलितता आणि अपुरी प्रेरणा."
"When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components direct sound and reverberant sound.","जेव्हा कोणत्याही आवाजाची स्त्रोत एका खोलीत किंवा इतर भांडणीत कार्य करत असतो तेव्हा त्या खोलीतील ध्वनि दाबाचे दोन घटकांचे संयोजन असते, ते सीधा ध्वनि आणि पुनरावर्ती ध्वनि.","When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components: direct sound and reverberant sound.","जेव्हा ध्वनीचा स्रोत एखाद्या खोलीत किंवा इतर बंद जागेत कार्यरत असतो, तेव्हा खोलीतील ध्वनी दाबामध्ये दोन घटक असतात: थेट ध्वनी आणि निनादी ध्वनी."
The crucial words in the specification are the signals must be routed internally.,मुख्य शब्दांच्या विशिष्टीकरणातील म्हणजे सिग्नल्स अंतर्गत वाहून नेण्याची आवश्यकता आहे.,The crucial words in the specification are ‘the signals must be routed internally’.,तपशीलातील महत्त्वाचे शब्द आहेत: ‘सिग्नल अंतर्गत मार्गाने पाठवले जाणे आवश्यक आहे’.
Would you please supply a list of the correct settings for the ABC,कृपया ABC च्या योग्य सेटिंग्सची यादी पुरवा?,Would you please supply a list of the correct settings for the ABC?,कृपया 'एबीसी' साठी योग्य सेटिंग्जची एक यादी पुरवाल का?
Set BATTERY B switch to OFF set BATTERY C switch to ON.,बॅटरी बी स्विचला ऑफ ठेवा आणि बॅटरी सी स्विचला ऑन ठेवा.,Set BATTERY B switch to OFF; set BATTERY C switch to ON.,बॅटरी 'बी' चा स्विच 'ऑफ' करा; बॅटरी 'सी' चा स्विच 'ऑन' करा.
"However oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species","तथापि, ऑक्सिडेटिव्ह तणाव होतो जेव्हा संतुलन बिघडते, रिएक्टिव्ह ऑक्सिजन स्पेसीजच्या वाढीमुळे.","However, oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species.","तथापि, जेव्हा समतोल बिघडतो, तेव्हा प्रतिक्रियाशील ऑक्सिजन प्रजातींमध्ये वाढ झाल्यामुळे ऑक्सिडेटिव्ह ताण होतो."
Should any burner fail to ignite its respective section will revert to 'purge' and in this way the system ensures safe removal of unburned fuel,जर कोणताही ब्रनर ज्वलन करू शकत नाही तर त्याच्या प्रकरणाला 'प्युर्ज'मध्ये परतले जाईल आणि या प्रकारे यंत्रणा सुरक्षितपणे अनजलमान्य ईंधनाचे निर्माण करते.,"Should any burner fail to ignite, its respective section will revert to 'purge', and in this way the system ensures safe removal of unburned fuel","जर कोणताही बर्नर पेटला नाही, तर त्याचा संबंधित विभाग 'पर्ज' वर परत जाईल आणि अशा प्रकारे प्रणाली न जळलेल्या इंधनाची सुरक्षित विल्हेवाट सुनिश्चित करते."
"At present rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्याच्या दरांमध्ये परती मिळवण्याच्या दरात 7% इतकाच मागील नफा असलेल्या उद्योगात व्यापकपणे पसरलेले आहेत, ज्याचा इशारा वाढीव प्रतिस्पर्धा आणि संकुचित नफा मार्जिन्सचा आहे.","At present, rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्या उद्योगात केवळ ७% निव्वळ नफा देणारे परताव्याचे दर सर्वत्र पसरलेले आहेत, ज्यामुळे वाढलेली स्पर्धा आणि नफ्याचे घट्ट मार्जिन दिसून येते."
"He draws an analogy between this and the learning process of a new-born child as it develops into maturity and quotes Freud: ""Where id was, there ego shall be.""",तो हे आणि एका नवजात शिशूने वाढत असतांना शिक्षण प्रक्रियेच्या दरम्यान योग्य तो तुलना करतो आणि फ्रायडला उद्धृत करतो: जिथे आहे आहे तिथे आहे.,"He draws an analogy between this and the learning process of a new-born child as it develops into maturity, and quotes Freud: ""Where id was, there ego shall be.""","तो याची तुलना नवजात बालक प्रौढत्वाकडे विकसित होत असतानाच्या अध्ययन प्रक्रियेशी करतो आणि फ्रॉइडचे उद्धृत करतो: ""जिथे इड होते, तिथे इगो असेल."""
"Unfortunately though incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.",अनेकदा चुकीच्या पूर्वानुमानांच्या कारणाने दोन्ही निगेटिव्ह आणि पॉझिटिव्ह प्रयोगांच्या बाबतीत शंका निर्माण झाल्या आहेत.,"Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","तरीही दुर्दैवाने, नकारात्मक आणि सकारात्मक अशा दोन्ही प्रयोगांबद्दल चुकीचे अंदाज वर्तवले गेले, ज्यामुळे मूळ मॉडेलच्या विश्वसनीयतेबद्दल शंका निर्माण झाल्या."
Reject the applicant using procedure XYZ to ensure compliance with standard evaluation protocols.,व्याख्या XYZ वापरून पात्राची निराळीही करण्यासाठी मानक मूल्यांकन प्रक्रियांच्या पालनासाठी सुनिश्चित करण्यासाठी.,"Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.",मानक मूल्यांकन नियमांचे पालन सुनिश्चित करण्यासाठी 'XYZ' कार्यपद्धतीचा वापर करून अर्जदाराला नाकारा.
It represents an early quantifiable hyperplastic response of the tissue to injury.,"हे त्वचा विकृतीच्या प्रतिक्रियेचे एक प्रारंभिक, मोजलेले हायपरप्लास्टिक प्रतिक्रिया आहे.","It represents an early, quantifiable, hyperplastic response of the tissue to injury.","ते दुखापतीनंतर ऊतीचा लवकरचा, मोजता येण्याजोगा, हायपरप्लास्टिक प्रतिसाद दर्शविते."
Return the XYZ to the operator following the ABC routine to verify proper functioning and safety.,"XYZ वापरकर्त्याला परत द्या, ABC प्रक्रियेनुसार, सुरक्षित आणि योग्य कार्य करण्याची पुष्टी करण्यासाठी.","Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.",योग्य कार्यप्रणाली आणि सुरक्षितता सत्यापित करण्यासाठी 'एबीसी' नियमांचे पालन करून 'XYZ' ऑपरेटरला परत करा.
Insert the new disk into the disk drive with the notch at the bottom facing the drive’s entry slot.,"डिस्क ड्रायव्हमध्ये नवीन डिस्क टाका, ज्याच्या निच्या भागात नॉच आहे तो ड्रायव्हच्या प्रवेश स्लॉटच्या मागे फेस करून.","Insert the new disk into the disk drive, with the notch at the bottom facing the drive’s entry slot.","नवीन डिस्क डिस्क ड्राइव्हमध्ये घाला, ज्याचा तळाशी असलेला नॉच ड्राइव्हच्या प्रवेश स्लॉटकडे तोंड करून असेल."
"Replace the fuel lines and electrical conduits, which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.","रिअरमधील फ्यूल लाइन्स आणि इलेक्ट्रिकल कन्ड्युट्स बदला, ज्यांच्यात क्रॅक्स किंवा डॅमेज्ड बी-न्यूट फिटिंग्स आहेत, त्यामुळे लीक होण्यापासून रोखण्यासाठी आणि सुरक्षित कार्याची खात्री करण्यासाठी.",Replace the fuel lines and electrical conduits which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.,"ज्या इंधन लाईन्स आणि इलेक्ट्रिकल कंड्युईट्सना तडे गेले आहेत किंवा बी-नट फिटिंग्ज खराब झाली आहेत, त्यांना गळती टाळण्यासाठी आणि सुरक्षित कामकाज सुनिश्चित करण्यासाठी बदला."
The processor accepts data from input devices and checks it before computing to ensure accuracy and prevent errors.,प्रोसेसर इनपुट डिव्हाइसेसच्या डेटा स्वीकारतो आणि तो संगणकीय करण्यापूर्वी त्याची जांच करतो त्यामुळे त्याची सटीकता सुनिश्चित करतो आणि त्रुटी टाळतो.,"The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट उपकरणांकडून डेटा स्वीकारतो आणि अचूकता सुनिश्चित करण्यासाठी व त्रुटी टाळण्यासाठी तो गणनेपूर्वी तपासतो.
"The orifice through which the exhaust gases leave the chamber, is larger than the intake valve opening.","वाफेच्या गॅसचे निघत असलेल्या छिद्राच्या माध्यमातून, जे मोठे आहे ते इंटेक व्हॅल्व्हच्या खुल्यापेक्षा मोठे आहे.","The orifice, through which the exhaust gases leave the chamber is larger than the intake valve opening.","ज्या मुखातून उत्सर्जक वायू कक्षातून बाहेर पडतात, ते इनटेक व्हॉल्व्हच्या उघडण्यापेक्षा मोठे आहे."
Take no action as the camera operates automatically under all lighting conditions.,कार्य करू नका कारण कॅमेरा सर्व प्रकारच्या प्रकाशस्थितीत स्वतःच ऑपरेट करत असताना.,"Take no action, as the camera operates automatically under all lighting conditions.","कोणतीही कार्यवाही करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत आपोआप कार्य करतो."
The species of fish supported by the reef are varied and abundant food supplies are available to sustain their populations.,"माशांची प्रजाती ज्या रीफमुळे सांभाळली जाते, त्या प्रजातींची विविधता आणि प्रचंड भोजनाच्या साठ्यांची उपलब्धता आहे ज्यामुळे त्यांच्या लोकसंख्येचे संरक्षण होते.","The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",रीफमुळे आधारलेल्या माशांच्या प्रजाती वैविध्यपूर्ण आहेत आणि त्यांच्या लोकसंख्या टिकवून ठेवण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.
"At high temperatures, all the ceramic materials show ductility and hardness decreases considerably, leading to a higher risk of deformation under load.",उष्णतेमध्ये सर्व सिरेमिक पदार्थांना दृढता आणि कठोरता कमी होते आणि त्यामुळे भाराच्या अंतर्गत ढील पडण्याची जास्त शक्यता असते.,"At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरामिक साहित्ये तन्यता दर्शवतात आणि कडकपणा मोठ्या प्रमाणात कमी होतो, ज्यामुळे भाराखाली विरूपणाचा धोका वाढतो."
"This produces hard copy that can be retained but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","हे हार्ड कॉपी तयार करते जे राखले जाऊ शकते, परंतु प्रिंटेड शीट्स हाताळणे कठीण आहे, म्हणून डिजिटल स्टोरेज आणि व्ह्यूइंग प्राधान्याने घेतले जाते.","This produces hard copy that can be retained, but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","यामुळे जतन करता येणारी हार्ड कॉपी तयार होते, पण छापलेली पाने हाताळण्यास जाडजूड असल्याने, डिजिटल साठवण आणि पाहण्याला अनेकदा प्राधान्य दिले जाते."
Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation and gateways into these networks are planned by the PTTs to ensure seamless data communication.,कार्यस्थळ आणि या नेटवर्क्समध्ये प्रवेशाची योजना PTTs द्वारे करण्यात आली आहे जेणेकरून डेटा संवाद सुरळीत होईल.,"Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation, and gateways into these networks are planned by the PTTs to ensure seamless data communication.",पीटीटीने पुरवलेल्या पॅकेट-स्विच नेटवर्कशी जोडणी ही वर्कस्टेशनची प्रमुख आवश्यकता असेल आणि अखंड डेटा संवाद सुनिश्चित करण्यासाठी या नेटवर्कमध्ये प्रवेशासाठी गेटवे पीटीटीद्वारे नियोजित आहेत.
The system consistently achieved 50 gallons per hour optimum output.,"यंत्रणेने 50 गॅलन्स प्रति तास, सर्वोत्तम उत्पादन साध्य केले.",The system consistently achieved 50 gallons per hour — optimum output.,प्रणालीने सातत्याने दर तासाला ५० गॅलन – इष्टतम उत्पादन – गाठले.
percentage reduction is critical: over and under reduction cause the ink to be very uneven and prone to smudging.,टक्केवारी कमी ही महत्वाची आहे: जास्त आणि कमी कमी करणे टाकीचा रंग अत्यंत असमान आणि स्मुदगण्याचे प्रवण करते.,percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,टक्केवारीतील घट निर्णायक आहे: जास्त घट आणि कमी घट यांमुळे शाई खूपच असमान होते आणि सहज डाग पडण्याची शक्यता असते.
Adopting a user-centered approach is a realistic strategy in the design of both paper and screen based forms.,युजर-सेंटर्ड अप्रोचचा अवलंब घेतल्याने पेपर आणि स्क्रीन-आधारित फॉर्म्सचे डिझाइन करण्यासाठी एक वास्तविक योजना आहे.,Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,"वापरकर्ता-केंद्रित दृष्टिकोन स्वीकारणे, कागदावर आधारित आणि स्क्रीनवर आधारित असलेल्या दोन्ही फॉर्म्सच्या डिझाइनमध्ये एक वास्तववादी रणनीती आहे."
Morphological studies of paraquat or oxygen toxicity in rats have shown significant cellular damage in lung tissue.,मॉर्फॉलॉजिकल स्टडीज ऑफ पाराक्वेट किंवा ऑक्सिजन टॉक्सिसिटी इन रॅट्सने दाखवून दिले आहे की फुफ्फुसाच्या ऊतकांमध्ये महत्त्वाची कोशिकीय क्षती झाली आहे.,Morphological studies of paraquat- or oxygen-toxicity in rats have shown significant cellular damage in lung tissue.,उंदरांमधील पॅराक्वेट किंवा ऑक्सिजन विषारीपणाच्या रूपात्मक अभ्यासांनी फुफ्फुसाच्या ऊतीमध्ये लक्षणीय पेशींचे नुकसान दर्शविले आहे.
One should read G. V. Carey’s chapter Proof Correction in Mind the Stop.,एका वाचन्यासाठी G. V. Carey यांचे अध्याय प्रूफ कोरेक्शन माइंड द स्टॉप मध्ये वाचावे.,One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,जी. व्ही. कॅरीचा 'माईंड द स्टॉप' मधील 'प्रूफ करेक्शन' हा अध्याय वाचला पाहिजे.
"The glass content of this material is low, 10% by weight, for this application.","या मटेरियलचा ग्लास सामग्री कमी आहे; 10% वजनानुसार, या प्रत्येक वापरासाठी.","The glass content of this material is low, (10% by weight), for this application.",या सामग्रीतील काचेचे प्रमाण (वजनानुसार १०%) या उपयोगासाठी कमी आहे.
"During the experiment, the animals will be fed with water, via an automatic system, ad libitum.","प्रयोगाच्या काळात, जीवांना पाण्याने आहार दिला जाईल, स्वयंत्र प्रणालीवरून, स्वातंत्र्याने.","During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान, प्राण्यांना पाणी (स्वयंचलित प्रणालीद्वारे) इच्छेनुसार दिले जाईल."
a water:glycol ratio of 60:40 is preferred.,60:40 ह्या पाण्याने ग्लायकोलचा अनुपात पसंत आहे.,a water/glycol ratio of 60/40 is preferred.,६०/४० पाण्याचे/ग्लायकॉलचे प्रमाण पसंत केले जाते.
It has thickness of only 16:240 inch.,,It has thickness of only 16/240 inch.,त्याची जाडी फक्त १६/२४० इंच आहे.
