Sentence,Response,sent_meant,gt
The calculator executed the functions that had been selected and displayed the results on the top half of the screen.,कॅल्क्युलेटरने निवडलेल्या कार्ये कार्य केले आणि स्क्रीनच्या वरच्या अर्ध्या भागात निकाल दाखवले.,"The calculator executed the functions that had been selected, and displayed the results on the top half of the screen.",कॅल्क्युलेटरने निवडलेली कार्ये पार पाडली आणि परिणाम स्क्रीनच्या वरच्या अर्ध्या भागावर प्रदर्शित केले.
"There are many disturbing factors fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","अनेक त्रासदायक घटक आहेत: थकवा, दुर्बल दृष्टी, कमी वाचनाची क्षमता, चिंता किंवा अनावश्यक सावधगिरी, लक्ष केंद्रित न करणे आणि अपुरा प्रेरणा.","There are many disturbing factors: fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","विचलित करणारे अनेक घटक आहेत: थकवा, खराब दृष्टी, खराब वाचन क्षमता, चिंता किंवा अवाजवी सावधगिरी, विचलितता आणि अपुरी प्रेरणा."
"These are the components required motor brushes, bearings, and wiring.","यांना आवश्यक आहेत घटक: मोटर ब्रश, बियरिंग्स आणि व्हायर्स.","These are the components required: motor brushes, bearings, and wiring.","आवश्यक असलेले घटक खालीलप्रमाणे आहेत: मोटार ब्रशेस, बेअरिंग्ज आणि वायरिंग."
"When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components direct sound and reverberant sound.","जेव्हा एक आवाजाचा स्रोत एका खोली किंवा इतर बंद जागी कार्य करतो, तेव्हा खोलीतील आवाज दाब दोन घटकांपासून बनतो: थेट आवाज आणि परावर्तित आवाज.","When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components: direct sound and reverberant sound.","जेव्हा ध्वनीचा स्रोत एखाद्या खोलीत किंवा इतर बंद जागेत कार्यरत असतो, तेव्हा खोलीतील ध्वनी दाबामध्ये दोन घटक असतात: थेट ध्वनी आणि निनादी ध्वनी."
The crucial words in the specification are the signals must be routed internally.,"विशिष्टतेतील महत्त्वाचे शब्द आहेत संकेत, आणि त्यांना आतूनच रोजगार द्यावे लागेल.",The crucial words in the specification are ‘the signals must be routed internally’.,तपशीलातील महत्त्वाचे शब्द आहेत: ‘सिग्नल अंतर्गत मार्गाने पाठवले जाणे आवश्यक आहे’.
Would you please supply a list of the correct settings for the ABC,तुम्ही एबीसीसाठी योग्य सेटिंग्सची यादी देऊ शकाल का?,Would you please supply a list of the correct settings for the ABC?,कृपया 'एबीसी' साठी योग्य सेटिंग्जची एक यादी पुरवाल का?
Set BATTERY B switch to OFF set BATTERY C switch to ON.,"बॅटरी बी स्विच ऑफ करा, बॅटरी सी स्विच ऑन करा.",Set BATTERY B switch to OFF; set BATTERY C switch to ON.,बॅटरी 'बी' चा स्विच 'ऑफ' करा; बॅटरी 'सी' चा स्विच 'ऑन' करा.
"What we see, we believe what we hear, we register","आम्ही काय पाहतो, आम्ही त्यात विश्वास ठेवतो; आम्ही काय ऐकतो, आम्ही नोंदवतो.","What we see, we believe; what we hear, we register","जे पाहतो, त्यावर विश्वास ठेवतो; जे ऐकतो, त्याची नोंद घेतो."
"However oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species","पण ऑक्सिडेटिव्ह स्ट्रेस, जेव्हा संतुलन बिघडते तेव्हा होते, प्रतिक्रियाशील ऑक्सिजन स्पीशीजमध्ये वाढीमुळे.","However, oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species.","तथापि, जेव्हा समतोल बिघडतो, तेव्हा प्रतिक्रियाशील ऑक्सिजन प्रजातींमध्ये वाढ झाल्यामुळे ऑक्सिडेटिव्ह ताण होतो."
Should any burner fail to ignite its respective section will revert to 'purge' and in this way the system ensures safe removal of unburned fuel,"जर कोणत्याही बर्नरला आग लागण्यास नसल्यास, त्याच्या संबंधित भागात 'पर्ज' करण्यास येईल आणि या प्रकारे, प्रणाली अजागरित इंधनाचे सुरक्षितपणे निष्कासन सुनिश्चित करते.","Should any burner fail to ignite, its respective section will revert to 'purge', and in this way the system ensures safe removal of unburned fuel","जर कोणताही बर्नर पेटला नाही, तर त्याचा संबंधित विभाग 'पर्ज' वर परत जाईल आणि अशा प्रकारे प्रणाली न जळलेल्या इंधनाची सुरक्षित विल्हेवाट सुनिश्चित करते."
"At present rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","आजच्या दरानुसार, ७% नेट प्रॉफिट देणारे परतावा व्यापक आहेत, ज्यामुळे उद्योगात स्पर्धा वाढली आहे आणि नफा कमी झाला आहे.","At present, rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्या उद्योगात केवळ ७% निव्वळ नफा देणारे परताव्याचे दर सर्वत्र पसरलेले आहेत, ज्यामुळे वाढलेली स्पर्धा आणि नफ्याचे घट्ट मार्जिन दिसून येते."
"He draws an analogy between this and the learning process of a new-born child as it develops into maturity and quotes Freud: ""Where id was, there ego shall be.""","हे याच्याशी आणि नवजात बाळाच्या शिकण्याच्या प्रक्रियेच्यातील समानता दर्शवते, ज्याप्रमाणे तो वयस्क होतो आणि फ्रायडचे उद्धरण करते: जो इड होता, तिथे आत्म होईल.","He draws an analogy between this and the learning process of a new-born child as it develops into maturity, and quotes Freud: ""Where id was, there ego shall be.""","तो याची तुलना नवजात बालक प्रौढत्वाकडे विकसित होत असतानाच्या अध्ययन प्रक्रियेशी करतो आणि फ्रॉइडचे उद्धृत करतो: ""जिथे इड होते, तिथे इगो असेल."""
"Unfortunately though incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","दुःखद आहे, तरीही नकारात्मक आणि सकारात्मक प्रयोगांबद्दल चुकीचे अंदाजे ठेवले गेले, ज्यामुळे अंतर्गत मॉडेलची विश्वासार्हता यावर संशय निर्माण झाला.","Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","तरीही दुर्दैवाने, नकारात्मक आणि सकारात्मक अशा दोन्ही प्रयोगांबद्दल चुकीचे अंदाज वर्तवले गेले, ज्यामुळे मूळ मॉडेलच्या विश्वसनीयतेबद्दल शंका निर्माण झाल्या."
Reject the applicant using procedure XYZ to ensure compliance with standard evaluation protocols.,"अॅप्लिकंटना रद्द करा, प्रक्रिया XYZ वापरून, मानक मूल्यांकन प्रोटोकॉलचे पालन करण्यासाठी.","Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.",मानक मूल्यांकन नियमांचे पालन सुनिश्चित करण्यासाठी 'XYZ' कार्यपद्धतीचा वापर करून अर्जदाराला नाकारा.
It represents an early quantifiable hyperplastic response of the tissue to injury.,ही ऊतकाची दुखापतीला प्रतिसाद म्हणून एका जल्दीपासून मोजण्यायोग्य हायपरप्लास्टिक प्रतिसाद दर्शविते.,"It represents an early, quantifiable, hyperplastic response of the tissue to injury.","ते दुखापतीनंतर ऊतीचा लवकरचा, मोजता येण्याजोगा, हायपरप्लास्टिक प्रतिसाद दर्शविते."
Return the XYZ to the operator following the ABC routine to verify proper functioning and safety.,"XYZ ला ऑपरेटरला परत करा, ABC पद्धतीनुसार, योग्य कार्यक्षमता आणि सुरक्षिततेची खात्री करण्यासाठी.","Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.",योग्य कार्यप्रणाली आणि सुरक्षितता सत्यापित करण्यासाठी 'एबीसी' नियमांचे पालन करून 'XYZ' ऑपरेटरला परत करा.
Insert the new disk into the disk drive with the notch at the bottom facing the drive’s entry slot.,"नवीन डिस्कला ड्राइव्हमध्ये टाका, खालील बाजूला नोच ड्राइव्हच्या प्रवेश स्लॉटला तोंड देऊन.","Insert the new disk into the disk drive, with the notch at the bottom facing the drive’s entry slot.","नवीन डिस्क डिस्क ड्राइव्हमध्ये घाला, ज्याचा तळाशी असलेला नॉच ड्राइव्हच्या प्रवेश स्लॉटकडे तोंड करून असेल."
"Replace the fuel lines and electrical conduits, which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.","ईंधन लाईन आणि विद्युत कंड्युइट्स बदलून, ज्यामध्ये फट किंवा नुकसान झालेले बी-नट फिटिंग्स आहेत, ते टाळण्यासाठी आणि सुरक्षित कामगिरी सुनिश्चित करण्यासाठी.",Replace the fuel lines and electrical conduits which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.,"ज्या इंधन लाईन्स आणि इलेक्ट्रिकल कंड्युईट्सना तडे गेले आहेत किंवा बी-नट फिटिंग्ज खराब झाली आहेत, त्यांना गळती टाळण्यासाठी आणि सुरक्षित कामकाज सुनिश्चित करण्यासाठी बदला."
The processor accepts data from input devices and checks it before computing to ensure accuracy and prevent errors.,"प्रोसेसर इनपुट उपकरणांपासून डेटा स्वीकारतो आणि ते संगणनापूर्वी तपासतो, सटीकतेचे आणि त्रुटींचे रोखण्यासाठी.","The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट उपकरणांकडून डेटा स्वीकारतो आणि अचूकता सुनिश्चित करण्यासाठी व त्रुटी टाळण्यासाठी तो गणनेपूर्वी तपासतो.
"The orifice through which the exhaust gases leave the chamber, is larger than the intake valve opening.","उसहून बाहेर पडणाऱ्या निर्गमाच्या वायूंच्या छिद्राचे आकार, प्रवेश व्हॅल्व्ह उघडण्यापेक्षा मोठे आहे.","The orifice, through which the exhaust gases leave the chamber is larger than the intake valve opening.","ज्या मुखातून उत्सर्जक वायू कक्षातून बाहेर पडतात, ते इनटेक व्हॉल्व्हच्या उघडण्यापेक्षा मोठे आहे."
Take no action as the camera operates automatically under all lighting conditions.,"कामावर कारवाई करू नका, कारण कॅमेरा सर्व प्रकारच्या प्रकाश स्थितीत स्वयंचलितपणे कार्य करते.","Take no action, as the camera operates automatically under all lighting conditions.","कोणतीही कार्यवाही करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत आपोआप कार्य करतो."
The species of fish supported by the reef are varied and abundant food supplies are available to sustain their populations.,"रीफने समर्थन केलेल्या माशांच्या जाती विविध आहेत, आणि त्यांच्या लोकसंख्यांचे पालन करण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.","The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",रीफमुळे आधारलेल्या माशांच्या प्रजाती वैविध्यपूर्ण आहेत आणि त्यांच्या लोकसंख्या टिकवून ठेवण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.
"At high temperatures, all the ceramic materials show ductility and hardness decreases considerably, leading to a higher risk of deformation under load.","उंच तापमानावर, सर्व सिरेमिक पदार्थ लवचिकता दाखवतात, आणि कठोरता खूप कमी होते, ज्यामुळे ताणावर वळणे होण्याची उच्च शक्यता असते.","At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरामिक साहित्ये तन्यता दर्शवतात आणि कडकपणा मोठ्या प्रमाणात कमी होतो, ज्यामुळे भाराखाली विरूपणाचा धोका वाढतो."
"This produces hard copy that can be retained but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","हे प्रिंट केलेले कागदपत्रे मिळवून ठेवता येतात, पण प्रिंट केलेल्या पानकामांचे आकार मोठे असल्याने त्यांना हाताळणे कठीण असते, म्हणून डिजिटल संग्रहण आणि पाहणे अनेकदा प्राधान्य देण्यात येते.","This produces hard copy that can be retained, but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","यामुळे जतन करता येणारी हार्ड कॉपी तयार होते, पण छापलेली पाने हाताळण्यास जाडजूड असल्याने, डिजिटल साठवण आणि पाहण्याला अनेकदा प्राधान्य दिले जाते."
Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation and gateways into these networks are planned by the PTTs to ensure seamless data communication.,PTT पुरवठाद्वारे पाकेट-स्विच नेटवर्कशी जोडणे कार्यस्थळासाठी आणि या नेटवर्कांमध्ये प्रवेशद्वारे PTT च्या नियोजनाने सुसंगत डेटा संवाद सुनिश्चित करण्यात येईल.,"Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation, and gateways into these networks are planned by the PTTs to ensure seamless data communication.",पीटीटीने पुरवलेल्या पॅकेट-स्विच नेटवर्कशी जोडणी ही वर्कस्टेशनची प्रमुख आवश्यकता असेल आणि अखंड डेटा संवाद सुनिश्चित करण्यासाठी या नेटवर्कमध्ये प्रवेशासाठी गेटवे पीटीटीद्वारे नियोजित आहेत.
The system consistently achieved 50 gallons per hour optimum output.,"सिस्टमने स्थिरपणे तासाला ५० गॅलन, आदर्श उत्पादन मिळवले.",The system consistently achieved 50 gallons per hour — optimum output.,प्रणालीने सातत्याने दर तासाला ५० गॅलन – इष्टतम उत्पादन – गाठले.
percentage reduction is critical: over and under reduction cause the ink to be very uneven and prone to smudging.,प्रतशत कमीकरण महत्वाचे आहे; जास्त आणि कमी कमीकरण करून इंक खूप असमान आणि स्मजण्यास अडकणारी बनते.,percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,टक्केवारीतील घट निर्णायक आहे: जास्त घट आणि कमी घट यांमुळे शाई खूपच असमान होते आणि सहज डाग पडण्याची शक्यता असते.
Adopting a user-centered approach is a realistic strategy in the design of both paper and screen based forms.,वापरकर्त्यांना केंद्रित दृष्टिकोण स्वीकारणे कागद आणि स्क्रीनवर आधारित फॉर्म डिझाइन करण्यासाठी एक यथार्थवादी रणनीती आहे.,Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,"वापरकर्ता-केंद्रित दृष्टिकोन स्वीकारणे, कागदावर आधारित आणि स्क्रीनवर आधारित असलेल्या दोन्ही फॉर्म्सच्या डिझाइनमध्ये एक वास्तववादी रणनीती आहे."
Morphological studies of paraquat or oxygen toxicity in rats have shown significant cellular damage in lung tissue.,पराक्वाट किंवा ऑक्सिजन विषाणूच्या मागेच्या प्राण्यांवरील मॉरफोलॉजिकल अभ्यासांनी फुफ्फुसांमध्ये लक्षणीय सेल्युलर नुकसान दर्शविले आहे.,Morphological studies of paraquat- or oxygen-toxicity in rats have shown significant cellular damage in lung tissue.,उंदरांमधील पॅराक्वेट किंवा ऑक्सिजन विषारीपणाच्या रूपात्मक अभ्यासांनी फुफ्फुसाच्या ऊतीमध्ये लक्षणीय पेशींचे नुकसान दर्शविले आहे.
One should read G. V. Carey’s chapter Proof Correction in Mind the Stop.,एकाला जी. व्ही. केरी यांचा “प्रूफ कॅरेक्शन” हा अध्याय वाचायला हवा आहे *माइंड द स्टॉप* मध्ये.,One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,जी. व्ही. कॅरीचा 'माईंड द स्टॉप' मधील 'प्रूफ करेक्शन' हा अध्याय वाचला पाहिजे.
"The glass content of this material is low, 10% by weight, for this application.","या पदार्थाचा काँचचा प्रमाण कमी आहे, वजननुसार १०%; ही अॅप्लिकेशनसाठी.","The glass content of this material is low, (10% by weight), for this application.",या सामग्रीतील काचेचे प्रमाण (वजनानुसार १०%) या उपयोगासाठी कमी आहे.
"During the experiment, the animals will be fed with water, via an automatic system, ad libitum.","प्रयोगात, प्राणी पाणी, स्वयंचलित प्रणालीद्वारे, अ‍ॅड लिबिटम देण्यात येतील.","During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान, प्राण्यांना पाणी (स्वयंचलित प्रणालीद्वारे) इच्छेनुसार दिले जाईल."
a water:glycol ratio of 60:40 is preferred.,वाटर:ग्लायकोल मिश्रणात ६०:४० अनुपात आवडते.,a water/glycol ratio of 60/40 is preferred.,६०/४० पाण्याचे/ग्लायकॉलचे प्रमाण पसंत केले जाते.
It has thickness of only 16:240 inch.,याची मोटाई फक्त १६:२४० इंच आहे.,It has thickness of only 16/240 inch.,त्याची जाडी फक्त १६/२४० इंच आहे.
