Sentence,Response,sent_meant,gt
"My favourite opera composers are Verdi, Puccini, Mozart and Gilbert and Sullivan.","माझे आवडते ऑपेरा संगीतकार व्हर्दी, पुच्चीनी, मोजार्ट आणि गिल्बर्ट अँड सुलिव्हन हे आहेत.","My favourite opera composers are Verdi, Puccini, Mozart, and Gilbert and Sullivan.","माझे आवडते ऑपेरा संगीतकार व्हेर्डी, पुचिनी, मोझार्ट, आणि गिल्बर्ट व सुलिव्हन हे आहेत."
The only problem with the new project established in the desert at high cost is the lack of good access roads.,नवीन प्रकल्पाची स्थापना वाळवंटात उच्च खर्चासह करणे ही एकमेव समस्या आहे ती म्हणजे चांगल्या रस्त्यांची कमतरता.,"The only problem with the new project, established in the desert at high cost, is the lack of good access roads.",मोठ्या खर्चात वाळवंटी प्रदेशात उभारलेल्या नवीन प्रकल्पाची एकमेव समस्या म्हणजे चांगल्या प्रवेश मार्गांची कमतरता आहे.
Having failed in all previous attempts he evolved a new plan which surprised everybody.,पूर्वीच्या सर्व प्रयत्नांमध्ये अपयश आल्यानंतर त्याने एक नवीन योजना आखली जी सर्वांना आश्चर्यचकित केली.,"Having failed in all previous attempts, he evolved a new plan which surprised everybody.","मागील सर्व प्रयत्नांमध्ये अपयशी ठरल्यानंतर त्याने एक नवीन योजना आखली, ज्यामुळे सर्वांना आश्चर्य वाटले."
When the film was developed none of the pictures proved satisfactory.,जेव्हा चित्रपट तयार झाला तेव्हा कोणत्याही चित्रांनी समाधानी होण्यास मदत केली नाही.,"When the film was developed, none of the pictures proved satisfactory.",फिल्म डेव्हलप झाल्यावर एकही फोटो समाधानकारक निघाला नाही.
The school has adequate study facilities but hardly any sports facilities.,शाळेत पुरेसे अभ्यास सुविधा उपलब्ध आहेत परंतु खेळ सुविधांची कमतरता आहे.,"The school has adequate study facilities, but hardly any sports facilities.","शाळेत अभ्यासासाठी पुरेशा सुविधा आहेत, पण क्रीडा सुविधा जवळजवळ नाहीतच."
In his daily traffickings a Cairene resident is often made conscious of the suffocating pollution.,त्याच्या दैनंदिन वाहतुकीत काहिरीच्या रहिवाशाला अनेकदा दमछाक करणारा प्रदूषण जाणवते.,"In his daily traffickings, a Cairene resident is often made conscious of the suffocating pollution.",त्याच्या दैनंदिन प्रवासात कैरोच्या रहिवाशाला गुदमरवून टाकणाऱ्या प्रदूषणाची वारंवार जाणीव होते.
If drama implies conflict and poetry metaphor then poetic drama must imply the dramatization of metaphor!,जर नाटकात संघर्ष असेल तर काव्य हे रूपक असावे म्हणजेच काव्यात्मक नाटक रूपकाद्वारे नाट्यप्रदर्शित करणे!,"If drama implies conflict, and poetry metaphor, then poetic drama must imply the dramatization of metaphor!","जर नाटक संघर्ष सूचित करत असेल, आणि कविता रूपक सूचित करत असेल, तर काव्य नाटक निश्चितपणे रूपकाचे नाट्यीकरण सूचित करते!"
Items serve as the nodes of the knowledge network and user-defined relators serve as the links between items.,वस्तू ज्ञान नेटवर्कचे नोड म्हणून काम करतात आणि वापरकर्त्याने परिभाषित केलेले संबंध हे दुवे आहेत जे वस्तूंना जोडतात.,"Items serve as the nodes of the knowledge network, and user-defined relators serve as the links between items.","वस्तू ज्ञानाच्या नेटवर्कचे नोड्स म्हणून कार्य करतात, आणि वापरकर्त्याने परिभाषित केलेले रिलॅटर्स वस्तूंमधील दुवे म्हणून कार्य करतात."
A translator of technical texts often has to handle large amounts of information and needs to ensure that it is stored in an easily retrievable form.,तांत्रिक ग्रंथांचे भाषांतर करताना अनेकदा मोठ्या प्रमाणात माहिती साठवणे आणि ती सहज पुनर्प्राप्त करणे सुनिश्चित करण्याची आवश्यकता असते.,"A translator of technical texts often has to handle large amounts of information, and needs to ensure that it is stored in an easily retrievable form.",तांत्रिक ग्रंथांच्या अनुवादकाला अनेकदा मोठ्या प्रमाणात माहिती हाताळावी लागते आणि ती सहज उपलब्ध होईल अशा स्वरूपात साठवली जाईल याची खात्री करावी लागते.
The calculator executed the functions that had been selected and displayed the results on the top half of the screen.,कॅल्क्युलेटरने निवडलेल्या कार्यांची अंमलबजावणी केली आणि स्क्रीनच्या शीर्ष अर्ध्या भागात परिणाम प्रदर्शित केले.,"The calculator executed the functions that had been selected, and displayed the results on the top half of the screen.",कॅल्क्युलेटरने निवडलेली कार्ये पार पाडली आणि परिणाम स्क्रीनच्या वरच्या अर्ध्या भागावर प्रदर्शित केले.
"There are many disturbing factors fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","अनेक त्रासदायक घटक म्हणजे थकवा, खराब दृष्टी, वाचण्याची क्षमता कमी होणे, चिंता किंवा जास्त सावधगिरी बाळगणे, विचलितता आणि अपुरी प्रेरणा.","There are many disturbing factors: fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","विचलित करणारे अनेक घटक आहेत: थकवा, खराब दृष्टी, खराब वाचन क्षमता, चिंता किंवा अवाजवी सावधगिरी, विचलितता आणि अपुरी प्रेरणा."
"When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components direct sound and reverberant sound.",जेव्हा ध्वनीचा स्रोत खोलीत किंवा इतर बंदिस्त जागेत कार्यरत असतो तेव्हा खोलीच्या आतल्या आवाजाची दाब दोन घटकांमध्ये विभागली जाते - थेट आवाज आणि प्रतिध्वनीदार आवाज.,"When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components: direct sound and reverberant sound.","जेव्हा ध्वनीचा स्रोत एखाद्या खोलीत किंवा इतर बंद जागेत कार्यरत असतो, तेव्हा खोलीतील ध्वनी दाबामध्ये दोन घटक असतात: थेट ध्वनी आणि निनादी ध्वनी."
The crucial words in the specification are the signals must be routed internally.,विशिष्टता मध्ये महत्त्वाचे शब्द म्हणजे सिग्नल आंतरिकरित्या मार्गक्रमण करणे आवश्यक आहे.,The crucial words in the specification are ‘the signals must be routed internally’.,तपशीलातील महत्त्वाचे शब्द आहेत: ‘सिग्नल अंतर्गत मार्गाने पाठवले जाणे आवश्यक आहे’.
Would you please supply a list of the correct settings for the ABC,कृपया एबीसीसाठी योग्य सेटिंग्सची यादी द्या.,Would you please supply a list of the correct settings for the ABC?,कृपया 'एबीसी' साठी योग्य सेटिंग्जची एक यादी पुरवाल का?
Set BATTERY B switch to OFF set BATTERY C switch to ON.,बॅटरी बी स्विच ऑफ सेट बॅटरी सी स्विच ऑन करा.,Set BATTERY B switch to OFF; set BATTERY C switch to ON.,बॅटरी 'बी' चा स्विच 'ऑफ' करा; बॅटरी 'सी' चा स्विच 'ऑन' करा.
"However oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species","तथापि ऑक्सिडेटिव्ह तणाव उद्भवतो जेव्हा संतुलन बिघडते, प्रतिक्रियाशील ऑक्सिजन प्रजातींच्या वाढीमुळे.","However, oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species.","तथापि, जेव्हा समतोल बिघडतो, तेव्हा प्रतिक्रियाशील ऑक्सिजन प्रजातींमध्ये वाढ झाल्यामुळे ऑक्सिडेटिव्ह ताण होतो."
Should any burner fail to ignite its respective section will revert to 'purge' and in this way the system ensures safe removal of unburned fuel,जर कोणत्याही बर्नरने त्याच्या संबंधित विभागात इग्निशन करण्यात अपयश आले तर ते 'पर्ज' मध्ये परत येईल आणि अशा प्रकारे प्रणाली सुरक्षितपणे जळलेले नसलेले इंधन काढून टाकते याची खात्री करेल.,"Should any burner fail to ignite, its respective section will revert to 'purge', and in this way the system ensures safe removal of unburned fuel","जर कोणताही बर्नर पेटला नाही, तर त्याचा संबंधित विभाग 'पर्ज' वर परत जाईल आणि अशा प्रकारे प्रणाली न जळलेल्या इंधनाची सुरक्षित विल्हेवाट सुनिश्चित करते."
"At present rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्याचे दर ७ टक्के नेट नफा देत असताना उद्योगात व्यापक प्रमाणात पसरले आहे, जे वाढत्या स्पर्धेमुळे आणि कडक नफ्याच्या मार्जिनद्वारे दर्शविले जाते.","At present, rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्या उद्योगात केवळ ७% निव्वळ नफा देणारे परताव्याचे दर सर्वत्र पसरलेले आहेत, ज्यामुळे वाढलेली स्पर्धा आणि नफ्याचे घट्ट मार्जिन दिसून येते."
"He draws an analogy between this and the learning process of a new-born child as it develops into maturity and quotes Freud: ""Where id was, there ego shall be.""",तो याची तुलना नवजात मुलाच्या शिकण्याच्या प्रक्रियेसारखी करतो जो परिपक्वतेला पोहोचतो आणि फ्रॉइडचा उद्धृत करून म्हणतो की 'इद' कुठे होता तेथे इगो असेल.',"He draws an analogy between this and the learning process of a new-born child as it develops into maturity, and quotes Freud: ""Where id was, there ego shall be.""","तो याची तुलना नवजात बालक प्रौढत्वाकडे विकसित होत असतानाच्या अध्ययन प्रक्रियेशी करतो आणि फ्रॉइडचे उद्धृत करतो: ""जिथे इड होते, तिथे इगो असेल."""
"Unfortunately though incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","दुर्दैवाने नकारात्मक आणि सकारात्मक प्रयोगांबद्दल चुकीचे भाकीत करण्यात आले होते, ज्यामुळे अंतर्निहित मॉडेलच्या विश्वासार्हतेबद्दल शंका निर्माण झाली.","Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","तरीही दुर्दैवाने, नकारात्मक आणि सकारात्मक अशा दोन्ही प्रयोगांबद्दल चुकीचे अंदाज वर्तवले गेले, ज्यामुळे मूळ मॉडेलच्या विश्वसनीयतेबद्दल शंका निर्माण झाल्या."
Reject the applicant using procedure XYZ to ensure compliance with standard evaluation protocols.,प्रमाणन प्रोटोकॉलचे पालन सुनिश्चित करण्यासाठी अर्जदाराला प्रक्रिया XYZ वापरून नाकारणे.,"Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.",मानक मूल्यांकन नियमांचे पालन सुनिश्चित करण्यासाठी 'XYZ' कार्यपद्धतीचा वापर करून अर्जदाराला नाकारा.
It represents an early quantifiable hyperplastic response of the tissue to injury.,हे ऊतींच्या दुखापतीच्या प्रारंभिक परिमाणात्मक अतिवृद्धी प्रतिसादाचे प्रतिनिधित्व करते.,"It represents an early, quantifiable, hyperplastic response of the tissue to injury.","ते दुखापतीनंतर ऊतीचा लवकरचा, मोजता येण्याजोगा, हायपरप्लास्टिक प्रतिसाद दर्शविते."
Return the XYZ to the operator following the ABC routine to verify proper functioning and safety.,ऑपरेटरला एबीसी रुटीनचे पालन करून एक्सवायझेड परत करा जेणेकरून योग्य कार्यप्रदर्शन सुनिश्चित होईल आणि सुरक्षा राहील.,"Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.",योग्य कार्यप्रणाली आणि सुरक्षितता सत्यापित करण्यासाठी 'एबीसी' नियमांचे पालन करून 'XYZ' ऑपरेटरला परत करा.
Insert the new disk into the disk drive with the notch at the bottom facing the drive’s entry slot.,नवीन डिस्क ड्राइव्हमध्ये घालावी ज्यात तळाशी नॉच असेल जी ड्राइव्हच्या प्रवेश स्लॉटकडे निर्देश करते.,"Insert the new disk into the disk drive, with the notch at the bottom facing the drive’s entry slot.","नवीन डिस्क डिस्क ड्राइव्हमध्ये घाला, ज्याचा तळाशी असलेला नॉच ड्राइव्हच्या प्रवेश स्लॉटकडे तोंड करून असेल."
"Replace the fuel lines and electrical conduits, which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.",इंधन लाईन्स बदलून घ्यावीत आणि विद्युत नळ्या बदलल्या पाहिजेत ज्यांची बी-नट फिटिंग्स खराब झाली असतील किंवा गळती होऊ नये म्हणून ती दुरुस्त केली गेली असेल.,Replace the fuel lines and electrical conduits which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.,"ज्या इंधन लाईन्स आणि इलेक्ट्रिकल कंड्युईट्सना तडे गेले आहेत किंवा बी-नट फिटिंग्ज खराब झाली आहेत, त्यांना गळती टाळण्यासाठी आणि सुरक्षित कामकाज सुनिश्चित करण्यासाठी बदला."
The processor accepts data from input devices and checks it before computing to ensure accuracy and prevent errors.,प्रोसेसर इनपुट डिव्हाइसेसमधून डेटा स्वीकारतो आणि संगणनापूर्वी त्याची अचूकता तपासण्यासाठी तो तपासतो.,"The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट उपकरणांकडून डेटा स्वीकारतो आणि अचूकता सुनिश्चित करण्यासाठी व त्रुटी टाळण्यासाठी तो गणनेपूर्वी तपासतो.
"The orifice through which the exhaust gases leave the chamber, is larger than the intake valve opening.","एक्झॉस्ट वायू बाहेर पडण्यासाठी कक्षातून जाणारा मार्ग, इनटेक व्हॉल्व्ह उघडण्यापेक्षा मोठा असतो.","The orifice, through which the exhaust gases leave the chamber is larger than the intake valve opening.","ज्या मुखातून उत्सर्जक वायू कक्षातून बाहेर पडतात, ते इनटेक व्हॉल्व्हच्या उघडण्यापेक्षा मोठे आहे."
Take no action as the camera operates automatically under all lighting conditions.,कॅमेरा स्वयंचलितपणे सर्व प्रकाश परिस्थितींत कार्य करतो म्हणून कोणतीही कारवाई करू नका.,"Take no action, as the camera operates automatically under all lighting conditions.","कोणतीही कार्यवाही करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत आपोआप कार्य करतो."
The species of fish supported by the reef are varied and abundant food supplies are available to sustain their populations.,या खडकाळ प्रदेशात राहणाऱ्या माशांच्या प्रजाती वैविध्यपूर्ण आणि विपुल अन्नसामग्री उपलब्ध आहे ज्यामुळे त्यांच्या लोकसंख्येला आधार मिळतो.,"The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",रीफमुळे आधारलेल्या माशांच्या प्रजाती वैविध्यपूर्ण आहेत आणि त्यांच्या लोकसंख्या टिकवून ठेवण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.
"At high temperatures, all the ceramic materials show ductility and hardness decreases considerably, leading to a higher risk of deformation under load.",उच्च तापमानात सर्व सिरेमिक सामग्री लवचिकता आणि कडकपणा कमी दर्शवते ज्यामुळे भार अंतर्गत विकृतीचा धोका वाढतो.,"At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरामिक साहित्ये तन्यता दर्शवतात आणि कडकपणा मोठ्या प्रमाणात कमी होतो, ज्यामुळे भाराखाली विरूपणाचा धोका वाढतो."
"This produces hard copy that can be retained but printed sheets are bulky to handle, so digital storage and viewing are often preferred.",हे हार्ड कॉपी तयार करते जे जतन केले जाऊ शकते परंतु छापील पत्रके हाताळणे कठीण असते म्हणून डिजिटल साठवण आणि पाहण्याची अनेकदा पसंती केली जाते.,"This produces hard copy that can be retained, but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","यामुळे जतन करता येणारी हार्ड कॉपी तयार होते, पण छापलेली पाने हाताळण्यास जाडजूड असल्याने, डिजिटल साठवण आणि पाहण्याला अनेकदा प्राधान्य दिले जाते."
Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation and gateways into these networks are planned by the PTTs to ensure seamless data communication.,पीटीटीद्वारे पुरविलेल्या पॅकेट स्विच नेटवर्कशी जोडणी ही कार्यस्थळावरील आणि या नेटवर्कमध्ये प्रवेश करणाऱ्या गेटवेशीची प्रमुख आवश्यकता असेल जेणेकरून सहज डेटा संप्रेषण सुनिश्चित होईल.,"Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation, and gateways into these networks are planned by the PTTs to ensure seamless data communication.",पीटीटीने पुरवलेल्या पॅकेट-स्विच नेटवर्कशी जोडणी ही वर्कस्टेशनची प्रमुख आवश्यकता असेल आणि अखंड डेटा संवाद सुनिश्चित करण्यासाठी या नेटवर्कमध्ये प्रवेशासाठी गेटवे पीटीटीद्वारे नियोजित आहेत.
The system consistently achieved 50 gallons per hour optimum output.,प्रणालीने सातत्याने ५० गॅलन प्रति तास कमाल आउटपुट साध्य केले आहे.,The system consistently achieved 50 gallons per hour — optimum output.,प्रणालीने सातत्याने दर तासाला ५० गॅलन – इष्टतम उत्पादन – गाठले.
percentage reduction is critical: over and under reduction cause the ink to be very uneven and prone to smudging.,टक्केवारी कमी करणे महत्त्वाचे आहेः जास्त किंवा कमी घट झाल्याने शाई खूप असमान होते आणि धुळीला लागण्याची शक्यता असते.,percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,टक्केवारीतील घट निर्णायक आहे: जास्त घट आणि कमी घट यांमुळे शाई खूपच असमान होते आणि सहज डाग पडण्याची शक्यता असते.
Adopting a user-centered approach is a realistic strategy in the design of both paper and screen based forms.,कागदावर आधारित किंवा पडद्यावरील स्वरूपांच्या रचनेमध्ये वापरकर्त्याच्या केंद्रित दृष्टिकोनाचा अवलंब करणे ही एक वास्तववादी रणनीती आहे.,Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,"वापरकर्ता-केंद्रित दृष्टिकोन स्वीकारणे, कागदावर आधारित आणि स्क्रीनवर आधारित असलेल्या दोन्ही फॉर्म्सच्या डिझाइनमध्ये एक वास्तववादी रणनीती आहे."
Morphological studies of paraquat or oxygen toxicity in rats have shown significant cellular damage in lung tissue.,पॅराक्वाट किंवा ऑक्सिजन विषबाधेच्या पेशीविषयक अभ्यासांनी उंदरांच्या फुफ्फुसाच्या ऊतींमध्ये लक्षणीय नुकसान दर्शविले आहे.,Morphological studies of paraquat- or oxygen-toxicity in rats have shown significant cellular damage in lung tissue.,उंदरांमधील पॅराक्वेट किंवा ऑक्सिजन विषारीपणाच्या रूपात्मक अभ्यासांनी फुफ्फुसाच्या ऊतीमध्ये लक्षणीय पेशींचे नुकसान दर्शविले आहे.
One should read G. V. Carey’s chapter Proof Correction in Mind the Stop.,मनामध्ये जीव्ही केरीचा 'प्रूफ करेक्शन' हा अध्याय वाचावा.,One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,जी. व्ही. कॅरीचा 'माईंड द स्टॉप' मधील 'प्रूफ करेक्शन' हा अध्याय वाचला पाहिजे.
"The glass content of this material is low, 10% by weight, for this application.","या सामग्रीचा काचसामग्री कमी आहे, वजन १ टक्के आहे.","The glass content of this material is low, (10% by weight), for this application.",या सामग्रीतील काचेचे प्रमाण (वजनानुसार १०%) या उपयोगासाठी कमी आहे.
"During the experiment, the animals will be fed with water, via an automatic system, ad libitum.","प्रयोगादरम्यान प्राण्यांना पाणी दिले जाईल, स्वयंचलित प्रणालीद्वारे, अमर्यादपणे.","During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान, प्राण्यांना पाणी (स्वयंचलित प्रणालीद्वारे) इच्छेनुसार दिले जाईल."
a water:glycol ratio of 60:40 is preferred.,पाण्याचे ग्लायकोल प्रमाण ६०% पेक्षा जास्त नसावे असे सुचवले जाते.,a water/glycol ratio of 60/40 is preferred.,६०/४० पाण्याचे/ग्लायकॉलचे प्रमाण पसंत केले जाते.
It has thickness of only 16:240 inch.,त्याचे प्रमाण केवळ १६ इंच x २४० इंच आहे.,It has thickness of only 16/240 inch.,त्याची जाडी फक्त १६/२४० इंच आहे.
