Sentence,Response,sent_meant,gt
"My favourite opera composers are Verdi, Puccini, Mozart and Gilbert and Sullivan.","माझे आवडते ऑपेरा संगीतकार हे व्हेर्डी, पुचिनी, मोझार्ट आणि गिल्बर्ट आणि सुलिव्हान आहेत.","My favourite opera composers are Verdi, Puccini, Mozart, and Gilbert and Sullivan.","माझे आवडते ऑपेरा संगीतकार व्हेर्डी, पुचिनी, मोझार्ट, आणि गिल्बर्ट व सुलिव्हन हे आहेत."
The only problem with the new project established in the desert at high cost is the lack of good access roads.,नवीन प्रकल्पाच्या सुरुवातीसाठी उंच खर्चाने वाढीव रेताळ जागेत सुरू केलेल्या प्रकल्पाचा एकमेव समस्या म्हणजे चांगल्या रस्त्यांचा अभाव आहे.,"The only problem with the new project, established in the desert at high cost, is the lack of good access roads.",मोठ्या खर्चात वाळवंटी प्रदेशात उभारलेल्या नवीन प्रकल्पाची एकमेव समस्या म्हणजे चांगल्या प्रवेश मार्गांची कमतरता आहे.
Having failed in all previous attempts he evolved a new plan which surprised everybody.,त्याने सर्व पूर्वीच्या प्रयत्नांना विफल होऊन एक नवीन योजना विकसित केली ज्याने सर्वांना आश्चर्यचाच वाटला.,"Having failed in all previous attempts, he evolved a new plan which surprised everybody.","मागील सर्व प्रयत्नांमध्ये अपयशी ठरल्यानंतर त्याने एक नवीन योजना आखली, ज्यामुळे सर्वांना आश्चर्य वाटले."
When the film was developed none of the pictures proved satisfactory.,चित्रांचे विकसित झाल्यानंतरही कोणत्याही चित्रांनी संतोषजनक ठरले नाही.,"When the film was developed, none of the pictures proved satisfactory.",फिल्म डेव्हलप झाल्यावर एकही फोटो समाधानकारक निघाला नाही.
The school has adequate study facilities but hardly any sports facilities.,"विद्यालयात शिक्षणासाठी योग्य सुविधा आहेत, पण खूपच काही खेळांच्या सुविधा नाहीत.","The school has adequate study facilities, but hardly any sports facilities.","शाळेत अभ्यासासाठी पुरेशा सुविधा आहेत, पण क्रीडा सुविधा जवळजवळ नाहीतच."
In his daily traffickings a Cairene resident is often made conscious of the suffocating pollution.,त्याच्या दैनंदिन व्यापारात एक कैरोयिनी नागरिकासाठी प्रदूषणाची वेधक स्थिती जाणवते असते.,"In his daily traffickings, a Cairene resident is often made conscious of the suffocating pollution.",त्याच्या दैनंदिन प्रवासात कैरोच्या रहिवाशाला गुदमरवून टाकणाऱ्या प्रदूषणाची वारंवार जाणीव होते.
If drama implies conflict and poetry metaphor then poetic drama must imply the dramatization of metaphor!,द्रामा संग्रामाचा सूचक असेल तर कविता सामान्यार्थाचा सूचक असेल तर कवितात्मक द्रामा सामान्यार्थाच्या संग्रामीकरणाचा सूचक असणार!,"If drama implies conflict, and poetry metaphor, then poetic drama must imply the dramatization of metaphor!","जर नाटक संघर्ष सूचित करत असेल, आणि कविता रूपक सूचित करत असेल, तर काव्य नाटक निश्चितपणे रूपकाचे नाट्यीकरण सूचित करते!"
Items serve as the nodes of the knowledge network and user-defined relators serve as the links between items.,Marathi Translation (Devनागरी लिपी): मालमत्ता ज्ञान नेटवर्काच्या नोड्स म्हणून कार्य करतात आणि वापरकर्त्यांनी निर्धारित रिलेटोर्स लिंक्सच्या भागात कार्य करतात.,"Items serve as the nodes of the knowledge network, and user-defined relators serve as the links between items.","वस्तू ज्ञानाच्या नेटवर्कचे नोड्स म्हणून कार्य करतात, आणि वापरकर्त्याने परिभाषित केलेले रिलॅटर्स वस्तूंमधील दुवे म्हणून कार्य करतात."
A translator of technical texts often has to handle large amounts of information and needs to ensure that it is stored in an easily retrievable form.,तंत्रज्ञानी पाठ्यपुस्तकांचा अनुवादक सामान्यतः मोठ्या प्रमाणात माहिती संभाळावी लागते आणि ती सोप्या प्रकारे शोधता येईल असे संग्रहित करण्याची सुनिश्चित करावी लागते.,"A translator of technical texts often has to handle large amounts of information, and needs to ensure that it is stored in an easily retrievable form.",तांत्रिक ग्रंथांच्या अनुवादकाला अनेकदा मोठ्या प्रमाणात माहिती हाताळावी लागते आणि ती सहज उपलब्ध होईल अशा स्वरूपात साठवली जाईल याची खात्री करावी लागते.
The calculator executed the functions that had been selected and displayed the results on the top half of the screen.,कॅलक्युलेटरने निवडलेल्या कार्यांना अंमलात आणून स्क्रीनच्या वरच्या भागावर परिणामांचा प्रदर्शन केला.,"The calculator executed the functions that had been selected, and displayed the results on the top half of the screen.",कॅल्क्युलेटरने निवडलेली कार्ये पार पाडली आणि परिणाम स्क्रीनच्या वरच्या अर्ध्या भागावर प्रदर्शित केले.
"There are many disturbing factors fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","अनेक दोषकारक कारणे आहेत: थकवा, दृष्टी वाईट, वाचनाची क्षमता वाईट, चिंता, अनावश्यक सावधगिरी, विचारांची विचलित, आणि अपुरी प्रेरणा","There are many disturbing factors: fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","विचलित करणारे अनेक घटक आहेत: थकवा, खराब दृष्टी, खराब वाचन क्षमता, चिंता किंवा अवाजवी सावधगिरी, विचलितता आणि अपुरी प्रेरणा."
"When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components direct sound and reverberant sound.","Marathi Translation (Devनागरी लिपी): जेव्हा कोणत्याही ध्वनीचा स्रोत एका खोलीत किंवा इतर कोणत्याही बंदिस्त स्थळावर कार्यरत असतो, तेव्हा त्या खोलीतील ध्वनिचा दबावाचे दोन घटक असतात, एक सीधा ध्वनी आणि एक परावर्ती ध्वनी.","When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components: direct sound and reverberant sound.","जेव्हा ध्वनीचा स्रोत एखाद्या खोलीत किंवा इतर बंद जागेत कार्यरत असतो, तेव्हा खोलीतील ध्वनी दाबामध्ये दोन घटक असतात: थेट ध्वनी आणि निनादी ध्वनी."
The crucial words in the specification are the signals must be routed internally.,Marathi Translation (Devनागऱी लिपी): विशेषीकरणातील महत्वाच्या शब्दांमध्ये सिग्नल्स आंतरी रूट केले पाहिजेत.,The crucial words in the specification are ‘the signals must be routed internally’.,तपशीलातील महत्त्वाचे शब्द आहेत: ‘सिग्नल अंतर्गत मार्गाने पाठवले जाणे आवश्यक आहे’.
Would you please supply a list of the correct settings for the ABC,कृपया ABC च्या योग्य सेटिंग्सची यादी पुरविण्यास विनंती आहे.,Would you please supply a list of the correct settings for the ABC?,कृपया 'एबीसी' साठी योग्य सेटिंग्जची एक यादी पुरवाल का?
Set BATTERY B switch to OFF set BATTERY C switch to ON.,बॅटरी बी स्विच ऑफ करा आणि बॅटरी सी स्विच ऑन करा.,Set BATTERY B switch to OFF; set BATTERY C switch to ON.,बॅटरी 'बी' चा स्विच 'ऑफ' करा; बॅटरी 'सी' चा स्विच 'ऑन' करा.
"However oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species",ऑक्सीडेटीव्या ताणाचा होणे हा एक अशा परिस्थितीत घडतो जेव्हा प्रजाती आणि ऑक्सिजनच्या प्रमाणात असलेला संतुलन भंग पाडला जातो.,"However, oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species.","तथापि, जेव्हा समतोल बिघडतो, तेव्हा प्रतिक्रियाशील ऑक्सिजन प्रजातींमध्ये वाढ झाल्यामुळे ऑक्सिडेटिव्ह ताण होतो."
Should any burner fail to ignite its respective section will revert to 'purge' and in this way the system ensures safe removal of unburned fuel,Marathi Translation (Devनागरी लिपी): जर कोणताही बायलर ज्वलन करेना तेव्हा त्याच्या विभागाला 'प्युर्ज'मध्ये परतले जाईल आणि या प्रकारे यंत्रणा अनजलित ईंधनाची सुरक्षित निर्मिती करते,"Should any burner fail to ignite, its respective section will revert to 'purge', and in this way the system ensures safe removal of unburned fuel","जर कोणताही बर्नर पेटला नाही, तर त्याचा संबंधित विभाग 'पर्ज' वर परत जाईल आणि अशा प्रकारे प्रणाली न जळलेल्या इंधनाची सुरक्षित विल्हेवाट सुनिश्चित करते."
"At present rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्याच्या दरांच्या आधारे फक्त ७% नेट प्रॉफिट देणार्‍या दरांचा उद्योगात व्यापक प्रमाणात वापर होत आहे, ज्यामुळे प्रतिस्पर्धा व प्रॉफिट मार्जिनमध्ये संकुचितपणा आहे.","At present, rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्या उद्योगात केवळ ७% निव्वळ नफा देणारे परताव्याचे दर सर्वत्र पसरलेले आहेत, ज्यामुळे वाढलेली स्पर्धा आणि नफ्याचे घट्ट मार्जिन दिसून येते."
"He draws an analogy between this and the learning process of a new-born child as it develops into maturity and quotes Freud: ""Where id was, there ego shall be.""","Marathi Translation (Devनागरी लिपी): हा विचार त्याच्या मोठेपणा वाढत असताना नवजात शिशूने शिक्षणाच्या प्रक्रियेतील असलेल्या सारखा असतो आणि फ्रायड यांनी म्हटले आहे: ""जिथे आहे तिथे असेल.""","He draws an analogy between this and the learning process of a new-born child as it develops into maturity, and quotes Freud: ""Where id was, there ego shall be.""","तो याची तुलना नवजात बालक प्रौढत्वाकडे विकसित होत असतानाच्या अध्ययन प्रक्रियेशी करतो आणि फ्रॉइडचे उद्धृत करतो: ""जिथे इड होते, तिथे इगो असेल."""
"Unfortunately though incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","दुर्दैवाने तरी दोन्ही नेगेटिव्ह आणि पॉझिटिव्ह प्रयोगांच्या बाबतीत चुकीचे पूर्वानुमान केले गेले, ज्यामुळे मॉडेलच्या आधारभूत विश्वासाच्या बाबतीत शंका निर्माण झाल्या.","Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","तरीही दुर्दैवाने, नकारात्मक आणि सकारात्मक अशा दोन्ही प्रयोगांबद्दल चुकीचे अंदाज वर्तवले गेले, ज्यामुळे मूळ मॉडेलच्या विश्वसनीयतेबद्दल शंका निर्माण झाल्या."
Reject the applicant using procedure XYZ to ensure compliance with standard evaluation protocols.,परीक्षित करण्यासाठी प्रक्रिया XYZ वापरून मानक मूल्यांकन प्रोटोकॉलशी सुसंगतता सुनिश्चित करण्यासाठी अर्जदाराला नाकारा,"Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.",मानक मूल्यांकन नियमांचे पालन सुनिश्चित करण्यासाठी 'XYZ' कार्यपद्धतीचा वापर करून अर्जदाराला नाकारा.
It represents an early quantifiable hyperplastic response of the tissue to injury.,हे त्वचेच्या जखमेमुळे झालेल्या हायपरप्लास्टिक प्रतिक्रियेचे एक प्रारंभिक मोजमापी प्रतिनिधित्व करते.,"It represents an early, quantifiable, hyperplastic response of the tissue to injury.","ते दुखापतीनंतर ऊतीचा लवकरचा, मोजता येण्याजोगा, हायपरप्लास्टिक प्रतिसाद दर्शविते."
Return the XYZ to the operator following the ABC routine to verify proper functioning and safety.,Marathi Translation (Devनागरी लिपी): XYZ वापरकर्त्याला परत देण्यासाठी ABC प्रक्रियेनुसार योग्य कार्य आणि सुरक्षितता पाहून पुष्टी करण्यासाठी,"Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.",योग्य कार्यप्रणाली आणि सुरक्षितता सत्यापित करण्यासाठी 'एबीसी' नियमांचे पालन करून 'XYZ' ऑपरेटरला परत करा.
Insert the new disk into the disk drive with the notch at the bottom facing the drive’s entry slot.,Marathi Translation (Devनागरी लिपी): नवीन डिस्कला ड्राइव्हमध्ये ड्राइव्हच्या प्रवेश स्लॉटच्या मागे डिस्कच्या नॉचच्या बाजूला टाकावी,"Insert the new disk into the disk drive, with the notch at the bottom facing the drive’s entry slot.","नवीन डिस्क डिस्क ड्राइव्हमध्ये घाला, ज्याचा तळाशी असलेला नॉच ड्राइव्हच्या प्रवेश स्लॉटकडे तोंड करून असेल."
"Replace the fuel lines and electrical conduits, which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.","मोटर लाइन्स आणि इलेक्ट्रिकल कंड्युट्स, ज्यांच्या शिंपड्या किंवा डॅमेज्ड B-नट फिटिंग्स आहेत, त्यांना बदलून लीक्स आणि सुरक्षित वापरासाठी सुनिश्चित करण्यासाठी प्रतिबंधित करा",Replace the fuel lines and electrical conduits which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.,"ज्या इंधन लाईन्स आणि इलेक्ट्रिकल कंड्युईट्सना तडे गेले आहेत किंवा बी-नट फिटिंग्ज खराब झाली आहेत, त्यांना गळती टाळण्यासाठी आणि सुरक्षित कामकाज सुनिश्चित करण्यासाठी बदला."
The processor accepts data from input devices and checks it before computing to ensure accuracy and prevent errors.,Marathi Translation (Devनागरी लिपी): प्रोसेसर इनपुट डिव्हाइसेसच्या डेटा स्वीकारतो आणि तो कंप्यूटिंग च्या आधी तपासून त्याची सटीकता सुनिश्चित करून त्रुटी टाळण्यासाठी तपासतो.,"The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट उपकरणांकडून डेटा स्वीकारतो आणि अचूकता सुनिश्चित करण्यासाठी व त्रुटी टाळण्यासाठी तो गणनेपूर्वी तपासतो.
"The orifice through which the exhaust gases leave the chamber, is larger than the intake valve opening.",Marathi Translation (Devनागरी लिपी): वाफेच्या गॅसेस कक्षातून बाहेर पडणार्‍या वाफेच्या मार्गाचा आकार प्रवेश वाल्वाच्या खोल्या खाली खुल्या ठिकाणचा आकारापेक्षा मोठा आहे.,"The orifice, through which the exhaust gases leave the chamber is larger than the intake valve opening.","ज्या मुखातून उत्सर्जक वायू कक्षातून बाहेर पडतात, ते इनटेक व्हॉल्व्हच्या उघडण्यापेक्षा मोठे आहे."
Take no action as the camera operates automatically under all lighting conditions.,कॅमेरा सर्व प्रकारच्या प्रकाशाव्यतिरिक्त स्वतःच ऑपरेट करत असल्यामुळे कोणतीही कारवाई करू नका.,"Take no action, as the camera operates automatically under all lighting conditions.","कोणतीही कार्यवाही करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत आपोआप कार्य करतो."
The species of fish supported by the reef are varied and abundant food supplies are available to sustain their populations.,रीफमुळे समर्थित मासे यांच्या प्रजाती विविध आणि प्रजातींच्या आहाराच्या पुरवठ्याची पर्याय उपलब्ध आहे ज्याने त्यांच्या लोकसंख्येचे संरक्षण करते.,"The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",रीफमुळे आधारलेल्या माशांच्या प्रजाती वैविध्यपूर्ण आहेत आणि त्यांच्या लोकसंख्या टिकवून ठेवण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.
"At high temperatures, all the ceramic materials show ductility and hardness decreases considerably, leading to a higher risk of deformation under load.","उंच तापमानावर, सर्व सिरामिक सामग्री दुरुस्तता आणि कठोरता कमी होते, ज्यामुळे भाराखाली ढील पडण्याची जास्त धोका असतो.","At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरामिक साहित्ये तन्यता दर्शवतात आणि कडकपणा मोठ्या प्रमाणात कमी होतो, ज्यामुळे भाराखाली विरूपणाचा धोका वाढतो."
"This produces hard copy that can be retained but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","हे हार्ड कॉपी तयार करते जे राखले जाऊ शकते, परंतु प्रिंट केलेले शीट्स व्यवस्थित करण्यासाठी गुंतागुंतीचे असतात, त्यामुळे डिजिटल स्टोरेज आणि व्यूविंग यांची वापर हा सामान्यपणे पसंत केला जातो.","This produces hard copy that can be retained, but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","यामुळे जतन करता येणारी हार्ड कॉपी तयार होते, पण छापलेली पाने हाताळण्यास जाडजूड असल्याने, डिजिटल साठवण आणि पाहण्याला अनेकदा प्राधान्य दिले जाते."
Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation and gateways into these networks are planned by the PTTs to ensure seamless data communication.,पीटीटी द्वारे प्रदान केलेल्या पॅकेट स्विच नेटवर्क्सशी जोडणी हे वर्कस्टेशनचे प्रमुख आवश्यकता आहे आणि या नेटवर्क्समध्ये प्रवेशासाठी पीटीटीच्या द्वारे स्मूथ डेटा संवाद सुनिश्चित करण्यासाठी या नेटवर्क्समध्ये प्रवेशाचे योजना आहेत.,"Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation, and gateways into these networks are planned by the PTTs to ensure seamless data communication.",पीटीटीने पुरवलेल्या पॅकेट-स्विच नेटवर्कशी जोडणी ही वर्कस्टेशनची प्रमुख आवश्यकता असेल आणि अखंड डेटा संवाद सुनिश्चित करण्यासाठी या नेटवर्कमध्ये प्रवेशासाठी गेटवे पीटीटीद्वारे नियोजित आहेत.
The system consistently achieved 50 gallons per hour optimum output.,यंत्रणेने 50 गॅलन्स प्रति तास या सर्वोत्तम उत्पादनाची कायमस्वरूपी प्राप्ती केली.,The system consistently achieved 50 gallons per hour — optimum output.,प्रणालीने सातत्याने दर तासाला ५० गॅलन – इष्टतम उत्पादन – गाठले.
percentage reduction is critical: over and under reduction cause the ink to be very uneven and prone to smudging.,टक्केवारी कमी हा महत्वाचा आहे: जास्त आणि कमी कमी करणे टाकीचे रंग अत्यंत असमान आणि स्मुदगण्याचे प्रवण करते.,percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,टक्केवारीतील घट निर्णायक आहे: जास्त घट आणि कमी घट यांमुळे शाई खूपच असमान होते आणि सहज डाग पडण्याची शक्यता असते.
Adopting a user-centered approach is a realistic strategy in the design of both paper and screen based forms.,वापरकर्ता केंद्रित प्रात्यक्षिका स्वीकारणे दोन्ही कागद आणि स्क्रीन आधारित फॉर्म्सच्या डिझाइनमध्ये एक वास्तविक योजना आहे.,Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,"वापरकर्ता-केंद्रित दृष्टिकोन स्वीकारणे, कागदावर आधारित आणि स्क्रीनवर आधारित असलेल्या दोन्ही फॉर्म्सच्या डिझाइनमध्ये एक वास्तववादी रणनीती आहे."
Morphological studies of paraquat or oxygen toxicity in rats have shown significant cellular damage in lung tissue.,पॅराक्वेट किंवा ऑक्सिजन तीव्रतेच्या अध्ययनांमध्ये कृमींमध्ये पायथल्या ऊतकांमध्ये महत्त्वाचे कोशिकीय नुकसान दिसून आले आहे.,Morphological studies of paraquat- or oxygen-toxicity in rats have shown significant cellular damage in lung tissue.,उंदरांमधील पॅराक्वेट किंवा ऑक्सिजन विषारीपणाच्या रूपात्मक अभ्यासांनी फुफ्फुसाच्या ऊतीमध्ये लक्षणीय पेशींचे नुकसान दर्शविले आहे.
One should read G. V. Carey’s chapter Proof Correction in Mind the Stop.,"ग. व्ही. कॅरीच्या पुस्तकातील ""माइंड द स्टॉप"" या भागातील ""प्रूफ कॉरेक्शन"" चा भाग वाचायला हवा.",One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,जी. व्ही. कॅरीचा 'माईंड द स्टॉप' मधील 'प्रूफ करेक्शन' हा अध्याय वाचला पाहिजे.
"The glass content of this material is low, 10% by weight, for this application.","आयतनातील ग्लासचे प्रमाण कमी आहे, 10% वजनानुसार हे या प्रकरणासाठी आहे.","The glass content of this material is low, (10% by weight), for this application.",या सामग्रीतील काचेचे प्रमाण (वजनानुसार १०%) या उपयोगासाठी कमी आहे.
"During the experiment, the animals will be fed with water, via an automatic system, ad libitum.","प्रयोगाच्या दरम्यान, प्राण्यांना पाण्याने आटपण्यासाठी स्वयंत्र प्रणालीने अद्वितीयपणे आहार दिला जाईल.","During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान, प्राण्यांना पाणी (स्वयंचलित प्रणालीद्वारे) इच्छेनुसार दिले जाईल."
a water:glycol ratio of 60:40 is preferred.,Marathi Translation (Devनागरी लिपी): पाण्याच्या:ग्लायकोलच्या अनुपाताची 60:40 प्राधान्य आहे.,a water/glycol ratio of 60/40 is preferred.,६०/४० पाण्याचे/ग्लायकॉलचे प्रमाण पसंत केले जाते.
It has thickness of only 16:240 inch.,,It has thickness of only 16/240 inch.,त्याची जाडी फक्त १६/२४० इंच आहे.
