Sentence,Response,sent_meant,gt
"Unfortunately though incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.",दुर्दैवाने तरी चुकीच्या पूर्वानुमानांनी दोन्ही नकारात्मक आणि सकारात्मक प्रयोगांच्या बाबतीत झालेल्या चुकीच्या पूर्वानुमानांनी विश्वासघाताच्या प्रतिमानाच्या विश्वासार्हत्वाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वासाच्या विश्वास,"Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","तरीही दुर्दैवाने, नकारात्मक आणि सकारात्मक अशा दोन्ही प्रयोगांबद्दल चुकीचे अंदाज वर्तवले गेले, ज्यामुळे मूळ मॉडेलच्या विश्वसनीयतेबद्दल शंका निर्माण झाल्या."
Reject the applicant using procedure XYZ to ensure compliance with standard evaluation protocols.,विद्यार्थ्यांना परीक्षण XYZ वापरून मार्गदर्शक मूल्यांकन प्रक्रियांच्या पालनाची खात्री करून परीक्षा नाकारणे.,"Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.",मानक मूल्यांकन नियमांचे पालन सुनिश्चित करण्यासाठी 'XYZ' कार्यपद्धतीचा वापर करून अर्जदाराला नाकारा.
It represents an early quantifiable hyperplastic response of the tissue to injury.,इतर क्षतिग्रस्त ऊतकाच्या प्रतिक्रियेमध्ये हायपरप्लास्टिक प्रतिक्रियेचा शारीरिक मोजमापी परिणाम.,"It represents an early, quantifiable, hyperplastic response of the tissue to injury.","ते दुखापतीनंतर ऊतीचा लवकरचा, मोजता येण्याजोगा, हायपरप्लास्टिक प्रतिसाद दर्शविते."
Return the XYZ to the operator following the ABC routine to verify proper functioning and safety.,"खालील XYZ को ऑपरेटरला ABC प्रक्रिया पालन करून, सुरक्षितता आणि योग्य कार्याची पुष्टी करण्यासाठी परत द्या.","Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.",योग्य कार्यप्रणाली आणि सुरक्षितता सत्यापित करण्यासाठी 'एबीसी' नियमांचे पालन करून 'XYZ' ऑपरेटरला परत करा.
Insert the new disk into the disk drive with the notch at the bottom facing the drive’s entry slot.,डिस्क ड्राइवमध्ये नवीन डिस्क टाका आणि ड्रायव्हरच्या प्रवेश स्लॉटच्या खाली नॉचचा भाग दिस्कच्या खाली असणे आवश्यक आहे.,"Insert the new disk into the disk drive, with the notch at the bottom facing the drive’s entry slot.","नवीन डिस्क डिस्क ड्राइव्हमध्ये घाला, ज्याचा तळाशी असलेला नॉच ड्राइव्हच्या प्रवेश स्लॉटकडे तोंड करून असेल."
"Replace the fuel lines and electrical conduits, which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.",मशीनच्या ईंधन लाइन्स आणि विद्युत कनेक्शन्समध्ये फटे किंवा B-नट फिटिंग्सचे क्षतिग्रस्त होण्यापासून रोखण्यासाठी आणि सुरक्षित कार्यासाठी सुनिश्चित करण्यासाठी ईंधन लाइन्स आणि विद्युत कनेक्शन्स बदला.,Replace the fuel lines and electrical conduits which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.,"ज्या इंधन लाईन्स आणि इलेक्ट्रिकल कंड्युईट्सना तडे गेले आहेत किंवा बी-नट फिटिंग्ज खराब झाली आहेत, त्यांना गळती टाळण्यासाठी आणि सुरक्षित कामकाज सुनिश्चित करण्यासाठी बदला."
The processor accepts data from input devices and checks it before computing to ensure accuracy and prevent errors.,"प्रोसेसर डेटा प्रवेश साधनांमधून स्वीकारतो आणि त्याची जतन करतो त्यापूर्वी, तपासतो आणि गणना करतो त्यासाठी खात्री करतो.","The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट उपकरणांकडून डेटा स्वीकारतो आणि अचूकता सुनिश्चित करण्यासाठी व त्रुटी टाळण्यासाठी तो गणनेपूर्वी तपासतो.
"The orifice through which the exhaust gases leave the chamber, is larger than the intake valve opening.","श्रोथाचा मार्ग, ज्यामधून गॅसचा निर्याति होतो, तो इंटेक व्हॅल्व्हच्या खुणेपेक्षा मोठा आहे.","The orifice, through which the exhaust gases leave the chamber is larger than the intake valve opening.","ज्या मुखातून उत्सर्जक वायू कक्षातून बाहेर पडतात, ते इनटेक व्हॉल्व्हच्या उघडण्यापेक्षा मोठे आहे."
Take no action as the camera operates automatically under all lighting conditions.,कार्य करू नका कारण कॅमेरा सर्व प्रकारच्या प्रकाशस्थितीत स्वायत्तपणे कार्य करते.,"Take no action, as the camera operates automatically under all lighting conditions.","कोणतीही कार्यवाही करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत आपोआप कार्य करतो."
The species of fish supported by the reef are varied and abundant food supplies are available to sustain their populations.,"माशांच्या प्रजाती रीफमध्ये समर्थित आहेत, विविध आणि प्रचंड भोजनाच्या पुरवठ्यांचे साठा उपलब्ध आहेत जे त्यांच्या लोकसंख्येचे पालन करण्यासाठी.","The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",रीफमुळे आधारलेल्या माशांच्या प्रजाती वैविध्यपूर्ण आहेत आणि त्यांच्या लोकसंख्या टिकवून ठेवण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.
"At high temperatures, all the ceramic materials show ductility and hardness decreases considerably, leading to a higher risk of deformation under load.",उष्णतेमध्ये सर्व सिरेमिक सामग्री दृढ़ता आणि कठोरता कमी होते आणि प्रतिकूलता वाढते.,"At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरामिक साहित्ये तन्यता दर्शवतात आणि कडकपणा मोठ्या प्रमाणात कमी होतो, ज्यामुळे भाराखाली विरूपणाचा धोका वाढतो."
"This produces hard copy that can be retained but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","हे हार्ड कॉपी तयार करते की ज्या कॉपी ते राखता येतात, पण प्रिंटेड शीट्स हे भारी आहेत त्यांचा हाताळणी करणे कठीण असते, त्यामुळे डिजिटल स्टोरेज आणि पाहणे हे वेळोवेळी पसंत केले जाते.","This produces hard copy that can be retained, but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","यामुळे जतन करता येणारी हार्ड कॉपी तयार होते, पण छापलेली पाने हाताळण्यास जाडजूड असल्याने, डिजिटल साठवण आणि पाहण्याला अनेकदा प्राधान्य दिले जाते."
Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation and gateways into these networks are planned by the PTTs to ensure seamless data communication.,"कार्यस्थळासाठी PTT-ने प्रदान केलेल्या पॅकेट स्विच नेटवर्कशी जोडणे हे कार्यस्थळाची प्रमुख आवश्यकता असणार आहे आणि या नेटवर्क्समध्ये प्रवेशासाठी प्रवेशद्वारे PTTs द्वारे योग्य प्रकारे सांखळले जात आहेत, जेणेकरून डेटा संचारासाठी सुमारे आहे.","Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation, and gateways into these networks are planned by the PTTs to ensure seamless data communication.",पीटीटीने पुरवलेल्या पॅकेट-स्विच नेटवर्कशी जोडणी ही वर्कस्टेशनची प्रमुख आवश्यकता असेल आणि अखंड डेटा संवाद सुनिश्चित करण्यासाठी या नेटवर्कमध्ये प्रवेशासाठी गेटवे पीटीटीद्वारे नियोजित आहेत.
The system consistently achieved 50 gallons per hour optimum output.,यंत्राच्या स्थिरतेने 50 गॅलन्स प्रति तास optimum उत्पादन मिळवले.,The system consistently achieved 50 gallons per hour — optimum output.,प्रणालीने सातत्याने दर तासाला ५० गॅलन – इष्टतम उत्पादन – गाठले.
percentage reduction is critical: over and under reduction cause the ink to be very uneven and prone to smudging.,टक्केवारी कमी अत्यंत महत्वाची आहे; अधिक किंवा कमी कमी हे काळी रंगाचे अनियमित आणि स्मुदगण्याच्या प्रवण बनविण्यास आणि काळी रंगाचे अनियमित आणि स्मुदगण्याच्या प्रवण बनविण्यास आणि,percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,टक्केवारीतील घट निर्णायक आहे: जास्त घट आणि कमी घट यांमुळे शाई खूपच असमान होते आणि सहज डाग पडण्याची शक्यता असते.
Adopting a user-centered approach is a realistic strategy in the design of both paper and screen based forms.,वापरकर्ता केंद्रित दृष्टिकोनाचा प्रयोग पेपर-आधारित आणि स्क्रीन-आधारित फॉर्मच्या डिझाइनमध्ये वास्तविक यंत्रणा आहे.,Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,"वापरकर्ता-केंद्रित दृष्टिकोन स्वीकारणे, कागदावर आधारित आणि स्क्रीनवर आधारित असलेल्या दोन्ही फॉर्म्सच्या डिझाइनमध्ये एक वास्तववादी रणनीती आहे."
Morphological studies of paraquat or oxygen toxicity in rats have shown significant cellular damage in lung tissue.,पॅराक्वेट किंवा ऑक्सिजन तीव्रतेच्या अध्ययनांनी रात्समध्ये लunge ऊतकांमध्ये महत्त्वाची कोशिकीय क्षती दाखवून दिली आहे.,Morphological studies of paraquat- or oxygen-toxicity in rats have shown significant cellular damage in lung tissue.,उंदरांमधील पॅराक्वेट किंवा ऑक्सिजन विषारीपणाच्या रूपात्मक अभ्यासांनी फुफ्फुसाच्या ऊतीमध्ये लक्षणीय पेशींचे नुकसान दर्शविले आहे.
One should read G. V. Carey’s chapter Proof Correction in Mind the Stop.,,One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,जी. व्ही. कॅरीचा 'माईंड द स्टॉप' मधील 'प्रूफ करेक्शन' हा अध्याय वाचला पाहिजे.
"The glass content of this material is low, 10% by weight, for this application.","मटेरियलाच्या या ग्लासचे सामग्रीचे प्रमाण कमी आहे, 10% वजनानुसार, या अॅप्लिकेशनसाठी.","The glass content of this material is low, (10% by weight), for this application.",या सामग्रीतील काचेचे प्रमाण (वजनानुसार १०%) या उपयोगासाठी कमी आहे.
"During the experiment, the animals will be fed with water, via an automatic system, ad libitum.",जानावरांना पाण्याने खायला दिले जाईल. ऑटोमॅटिक प्रणालीने त्यांना मुक्तपणे खायला दिले जाईल.,"During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान, प्राण्यांना पाणी (स्वयंचलित प्रणालीद्वारे) इच्छेनुसार दिले जाईल."
a water:glycol ratio of 60:40 is preferred.,पाण्याच्या आणि ग्लाईकोलच्या प्रमाणात 60:40 प्राधान्य आहे.,a water/glycol ratio of 60/40 is preferred.,६०/४० पाण्याचे/ग्लायकॉलचे प्रमाण पसंत केले जाते.
It has thickness of only 16:240 inch.,त्याच्या मात्रा 16:240 आहे.,It has thickness of only 16/240 inch.,त्याची जाडी फक्त १६/२४० इंच आहे.
