Sentence,Response,sent_meant,gt
The only problem with the new project established in the desert at high cost is the lack of good access roads.,रेषेच्या प्रकल्पात एकमेव समस्या म्हणजे उंच खर्चात उभारलेल्या प्रकल्पाला चांगल्या प्रवेश मार्गांचा अभाव आहे.,"The only problem with the new project, established in the desert at high cost, is the lack of good access roads.",मोठ्या खर्चात वाळवंटी प्रदेशात उभारलेल्या नवीन प्रकल्पाची एकमेव समस्या म्हणजे चांगल्या प्रवेश मार्गांची कमतरता आहे.
Having failed in all previous attempts he evolved a new plan which surprised everybody.,"पहिल्या सर्व प्रयत्नांमध्ये अपयश पावल्यानंतर, तो एक नवीन योजना आखला ज्याने सर्वजण आश्चर्यचकित झाले.","Having failed in all previous attempts, he evolved a new plan which surprised everybody.","मागील सर्व प्रयत्नांमध्ये अपयशी ठरल्यानंतर त्याने एक नवीन योजना आखली, ज्यामुळे सर्वांना आश्चर्य वाटले."
When the film was developed none of the pictures proved satisfactory.,"चित्रपट विकसित झाला तेव्हा, कोणत्याही फोटो समाधानकारक ठरले नाहीत.","When the film was developed, none of the pictures proved satisfactory.",फिल्म डेव्हलप झाल्यावर एकही फोटो समाधानकारक निघाला नाही.
The school has adequate study facilities but hardly any sports facilities.,महत्त्वाच्या शाळेत पुरेशी अभ्यास सुविधा आहेत पण कमीत कमी खेळ सुविधा आहेत.,"The school has adequate study facilities, but hardly any sports facilities.","शाळेत अभ्यासासाठी पुरेशा सुविधा आहेत, पण क्रीडा सुविधा जवळजवळ नाहीतच."
In his daily traffickings a Cairene resident is often made conscious of the suffocating pollution.,कायरोच्या राहिवाश्यांना त्यांच्या दैनंदिन जीवनात अनेकदा जाणवतो की प्रदूषणामुळे त्यांना अडथळा येतो.,"In his daily traffickings, a Cairene resident is often made conscious of the suffocating pollution.",त्याच्या दैनंदिन प्रवासात कैरोच्या रहिवाशाला गुदमरवून टाकणाऱ्या प्रदूषणाची वारंवार जाणीव होते.
If drama implies conflict and poetry metaphor then poetic drama must imply the dramatization of metaphor!,जर नाटक संघर्षाचा आणि कविता रूपकाचा अर्थ असेल तर कवितात्मक नाटकाचा अर्थ म्हणजे रूपकाची नाट्यरूपीकरण करणेच!,"If drama implies conflict, and poetry metaphor, then poetic drama must imply the dramatization of metaphor!","जर नाटक संघर्ष सूचित करत असेल, आणि कविता रूपक सूचित करत असेल, तर काव्य नाटक निश्चितपणे रूपकाचे नाट्यीकरण सूचित करते!"
Items serve as the nodes of the knowledge network and user-defined relators serve as the links between items.,महत्त्वाच्या वस्तू ज्ञान नेटवर्कच्या नोड्स म्हणून कार्य करतात आणि वापरकर्त्याने परिभाषित संबंध म्हणून वस्तूंमधील जोड्यांमध्ये कार्य करतात.,"Items serve as the nodes of the knowledge network, and user-defined relators serve as the links between items.","वस्तू ज्ञानाच्या नेटवर्कचे नोड्स म्हणून कार्य करतात, आणि वापरकर्त्याने परिभाषित केलेले रिलॅटर्स वस्तूंमधील दुवे म्हणून कार्य करतात."
A translator of technical texts often has to handle large amounts of information and needs to ensure that it is stored in an easily retrievable form.,,"A translator of technical texts often has to handle large amounts of information, and needs to ensure that it is stored in an easily retrievable form.",तांत्रिक ग्रंथांच्या अनुवादकाला अनेकदा मोठ्या प्रमाणात माहिती हाताळावी लागते आणि ती सहज उपलब्ध होईल अशा स्वरूपात साठवली जाईल याची खात्री करावी लागते.
The calculator executed the functions that had been selected and displayed the results on the top half of the screen.,कॅल्क्युलेटरने निवडलेल्या कार्ये पूर्ण केली आणि परिणाम स्क्रीनच्या वरच्या अर्ध्या भागात प्रदर्शित केले.,"The calculator executed the functions that had been selected, and displayed the results on the top half of the screen.",कॅल्क्युलेटरने निवडलेली कार्ये पार पाडली आणि परिणाम स्क्रीनच्या वरच्या अर्ध्या भागावर प्रदर्शित केले.
"There are many disturbing factors fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","अनेक त्रासदायक घटक आहेत, थकवा, दृष्टीदोष, वाचन क्षमता कमी, चिंता किंवा अनावश्यक सावधगिरी, विचलन आणि अपुरा प्रेरणा.","There are many disturbing factors: fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","विचलित करणारे अनेक घटक आहेत: थकवा, खराब दृष्टी, खराब वाचन क्षमता, चिंता किंवा अवाजवी सावधगिरी, विचलितता आणि अपुरी प्रेरणा."
"These are the components required motor brushes, bearings, and wiring.","हे आवश्यक घटक मोटर ब्रश, बियरिंग आणि व्हायर्स आहेत.","These are the components required: motor brushes, bearings, and wiring.","आवश्यक असलेले घटक खालीलप्रमाणे आहेत: मोटार ब्रशेस, बेअरिंग्ज आणि वायरिंग."
"When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components direct sound and reverberant sound.","एक आवाज स्रोत एका खोली किंवा इतर बंद जागी कार्य करत असल्यास, खोलीतील ध्वनी दाब दोन घटकांपासून बनतो: प्रत्यक्ष ध्वनी आणि परावर्तित ध्वनी.","When a source of sound is operating in a room or other enclosure, the sound pressure in the room consists of two components: direct sound and reverberant sound.","जेव्हा ध्वनीचा स्रोत एखाद्या खोलीत किंवा इतर बंद जागेत कार्यरत असतो, तेव्हा खोलीतील ध्वनी दाबामध्ये दोन घटक असतात: थेट ध्वनी आणि निनादी ध्वनी."
The crucial words in the specification are the signals must be routed internally.,विशिष्टतेतील महत्त्वाचे शब्द हे आहेत की संकेत आंतरगत रोजे जावेत.,The crucial words in the specification are ‘the signals must be routed internally’.,तपशीलातील महत्त्वाचे शब्द आहेत: ‘सिग्नल अंतर्गत मार्गाने पाठवले जाणे आवश्यक आहे’.
Would you please supply a list of the correct settings for the ABC,आपणे एबीसीसाठी योग्य सेटिंग्सची यादी देऊ शकाल का?,Would you please supply a list of the correct settings for the ABC?,कृपया 'एबीसी' साठी योग्य सेटिंग्जची एक यादी पुरवाल का?
Set BATTERY B switch to OFF set BATTERY C switch to ON.,"बॅटरी बी स्विच ऑफ करा, बॅटरी सी स्विच ऑन करा.",Set BATTERY B switch to OFF; set BATTERY C switch to ON.,बॅटरी 'बी' चा स्विच 'ऑफ' करा; बॅटरी 'सी' चा स्विच 'ऑन' करा.
"What we see, we believe what we hear, we register","आपल्याला काय दिसते ते आपण विश्वास ठेवतो, काय ऐकतो ते आपण नोंदवतो.","What we see, we believe; what we hear, we register","जे पाहतो, त्यावर विश्वास ठेवतो; जे ऐकतो, त्याची नोंद घेतो."
"However oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species","पण ऑक्सिडेटिव्ह स्ट्रेस तयार होतो जेव्हा संतुलन बिघडतो, प्रतिक्रियाशील ऑक्सिजन स्पीशीजच्या वाढीमुळे.","However, oxidative stress occurs when the balance is disturbed, through an increase in reactive oxygen species.","तथापि, जेव्हा समतोल बिघडतो, तेव्हा प्रतिक्रियाशील ऑक्सिजन प्रजातींमध्ये वाढ झाल्यामुळे ऑक्सिडेटिव्ह ताण होतो."
Should any burner fail to ignite its respective section will revert to 'purge' and in this way the system ensures safe removal of unburned fuel,महत्त्वाचे: जर कोणत्याही बर्नरला आग लागण्यास अयशस्वी झाल्यास त्याच्या संबंधित भागात 'पर्ज' करण्यास येईल आणि या प्रकारे प्रणाली अजूनही ज्वलित झालेले इंधन सुरक्षितपणे काढून टाकण्याची खात्री करते.,"Should any burner fail to ignite, its respective section will revert to 'purge', and in this way the system ensures safe removal of unburned fuel","जर कोणताही बर्नर पेटला नाही, तर त्याचा संबंधित विभाग 'पर्ज' वर परत जाईल आणि अशा प्रकारे प्रणाली न जळलेल्या इंधनाची सुरक्षित विल्हेवाट सुनिश्चित करते."
"At present rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","महत्त्वाच्या प्रमाणात परतावा देऊन, नेट प्रॉफिट फक्त ७% मिळवणे अद्ययावत व्यापारात जास्त प्रमाणात पसरले आहे, ज्यामुळे स्पर्धा वाढली आहे आणि फायद्याच्या मार्जिन कमी झाले आहेत.","At present, rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्या उद्योगात केवळ ७% निव्वळ नफा देणारे परताव्याचे दर सर्वत्र पसरलेले आहेत, ज्यामुळे वाढलेली स्पर्धा आणि नफ्याचे घट्ट मार्जिन दिसून येते."
"He draws an analogy between this and the learning process of a new-born child as it develops into maturity and quotes Freud: ""Where id was, there ego shall be.""","हे याची तुलना नवजात बाळाच्या शिकण्याच्या प्रक्रियेशी करते जे वयस्कर होत जाते आणि फ्रायडचा उद्धरण करते: ""जहाँ आइड होता, तिथे आत्म होईल.""","He draws an analogy between this and the learning process of a new-born child as it develops into maturity, and quotes Freud: ""Where id was, there ego shall be.""","तो याची तुलना नवजात बालक प्रौढत्वाकडे विकसित होत असतानाच्या अध्ययन प्रक्रियेशी करतो आणि फ्रॉइडचे उद्धृत करतो: ""जिथे इड होते, तिथे इगो असेल."""
"Unfortunately though incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","मात्र, अनेकदा दोन्ही नकारात्मक आणि सकारात्मक प्रयोगांबद्दल चुकीच्या अंदाजे दिल्यामुळे, मॉडेलची विश्वासार्हता यावर संशय निर्माण झाला.","Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","तरीही दुर्दैवाने, नकारात्मक आणि सकारात्मक अशा दोन्ही प्रयोगांबद्दल चुकीचे अंदाज वर्तवले गेले, ज्यामुळे मूळ मॉडेलच्या विश्वसनीयतेबद्दल शंका निर्माण झाल्या."
Reject the applicant using procedure XYZ to ensure compliance with standard evaluation protocols.,"महत्त्वाच्या मूल्यांकन प्रोटोकॉलना अनुसरून, XYZ प्रक्रिया वापरून अर्जदार नाकारा.","Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.",मानक मूल्यांकन नियमांचे पालन सुनिश्चित करण्यासाठी 'XYZ' कार्यपद्धतीचा वापर करून अर्जदाराला नाकारा.
It represents an early quantifiable hyperplastic response of the tissue to injury.,हे ऊतीच्या दुखापतीला एका जल्दीपासून मोजता येणाऱ्या अतिवृद्धि प्रतिक्रियेचे प्रतिनिधित्व करते.,"It represents an early, quantifiable, hyperplastic response of the tissue to injury.","ते दुखापतीनंतर ऊतीचा लवकरचा, मोजता येण्याजोगा, हायपरप्लास्टिक प्रतिसाद दर्शविते."
Return the XYZ to the operator following the ABC routine to verify proper functioning and safety.,"एखाद्या ऑपरेटरला XYZ पुन्हा परत करा, ABC पद्धतीनुसार, योग्य कार्यक्षमता आणि सुरक्षिततेची खात्री करण्यासाठी.","Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.",योग्य कार्यप्रणाली आणि सुरक्षितता सत्यापित करण्यासाठी 'एबीसी' नियमांचे पालन करून 'XYZ' ऑपरेटरला परत करा.
Insert the new disk into the disk drive with the notch at the bottom facing the drive’s entry slot.,"नवीन डिस्कला ड्राइव्हमध्ये टाका, त्याची नोच खालील बाजूने ड्राइव्हच्या प्रवेश स्लॉटला तोंड देऊन.","Insert the new disk into the disk drive, with the notch at the bottom facing the drive’s entry slot.","नवीन डिस्क डिस्क ड्राइव्हमध्ये घाला, ज्याचा तळाशी असलेला नॉच ड्राइव्हच्या प्रवेश स्लॉटकडे तोंड करून असेल."
"Replace the fuel lines and electrical conduits, which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.","मोटर फ्यूल लाईन्स आणि विद्युत कंड्युइट्समध्ये, ज्यामध्ये फट किंवा नुकसान झालेले बी-नट फिटिंग्स आहेत, त्यांना बदलून लीक रोखण्यासाठी आणि सुरक्षित कामगिरी सुनिश्चित करण्यासाठी.",Replace the fuel lines and electrical conduits which have cracks or damaged B-nut fittings to prevent leaks and ensure safe operation.,"ज्या इंधन लाईन्स आणि इलेक्ट्रिकल कंड्युईट्सना तडे गेले आहेत किंवा बी-नट फिटिंग्ज खराब झाली आहेत, त्यांना गळती टाळण्यासाठी आणि सुरक्षित कामकाज सुनिश्चित करण्यासाठी बदला."
The processor accepts data from input devices and checks it before computing to ensure accuracy and prevent errors.,प्रोसेसर इनपुट उपकरणांपासून डेटा स्वीकारतो आणि ते संगणनापूर्वी तपासतो जेणेकरून सत्यता सुनिश्चित होईल आणि त्रुटी टाळता येतील.,"The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट उपकरणांकडून डेटा स्वीकारतो आणि अचूकता सुनिश्चित करण्यासाठी व त्रुटी टाळण्यासाठी तो गणनेपूर्वी तपासतो.
"The orifice through which the exhaust gases leave the chamber, is larger than the intake valve opening.","मोटरच्या कक्षातून बाहेर पडणारे निकास वायू बाहेर पडण्यासाठी असलेले छिद्र, प्रवेश वाल्वाच्या उघडण्यापेक्षा मोठे आहे.","The orifice, through which the exhaust gases leave the chamber is larger than the intake valve opening.","ज्या मुखातून उत्सर्जक वायू कक्षातून बाहेर पडतात, ते इनटेक व्हॉल्व्हच्या उघडण्यापेक्षा मोठे आहे."
Take no action as the camera operates automatically under all lighting conditions.,महत्त्वाचे नोट: कॅमेरा सर्व प्रकारच्या प्रकाश स्थितीत स्वयंचलितपणे कार्य करते म्हणून कोणत्याही कृती करू नका.,"Take no action, as the camera operates automatically under all lighting conditions.","कोणतीही कार्यवाही करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत आपोआप कार्य करतो."
The species of fish supported by the reef are varied and abundant food supplies are available to sustain their populations.,मच्छींच्या जाती विविध आहेत आणि प्रचुर मासे उपलब्ध आहेत जे त्यांच्या लोकसंख्येला पोषित करण्यासाठी पुरेसे आहेत.,"The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",रीफमुळे आधारलेल्या माशांच्या प्रजाती वैविध्यपूर्ण आहेत आणि त्यांच्या लोकसंख्या टिकवून ठेवण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.
"At high temperatures, all the ceramic materials show ductility and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरेमिक पदार्थांमध्ये लवचिकता दिसून येते आणि कठोरता खूपच कमी होते, ज्यामुळे ताणावर आल्यावर विकृती होण्याची शक्यता जास्त वाढते.","At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरामिक साहित्ये तन्यता दर्शवतात आणि कडकपणा मोठ्या प्रमाणात कमी होतो, ज्यामुळे भाराखाली विरूपणाचा धोका वाढतो."
"This produces hard copy that can be retained but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","हे हार्ड कॉपी तयार करते जे ठेवता येते पण छापलेले कागद पॅकेट असल्याने, डिजिटल संग्रहण आणि पाहणे अनेकदा प्राधान्य दिले जाते.","This produces hard copy that can be retained, but printed sheets are bulky to handle, so digital storage and viewing are often preferred.","यामुळे जतन करता येणारी हार्ड कॉपी तयार होते, पण छापलेली पाने हाताळण्यास जाडजूड असल्याने, डिजिटल साठवण आणि पाहण्याला अनेकदा प्राधान्य दिले जाते."
Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation and gateways into these networks are planned by the PTTs to ensure seamless data communication.,मशीन आणि गेटवेजमध्ये पीटीटी-पुरवठाद्वारे पैकेट-स्विच नेटवर्कशी जोडणे हे एक प्रमुख आवश्यकता असेल आणि या नेटवर्कांमध्ये प्रवेशासाठी पीटीटींनी सुसंगत डेटा संवाद सुनिश्चित करण्यासाठी नियोजन केले आहे.,"Connection to PTT-supplied packet-switch networks will be a prime requirement of the workstation, and gateways into these networks are planned by the PTTs to ensure seamless data communication.",पीटीटीने पुरवलेल्या पॅकेट-स्विच नेटवर्कशी जोडणी ही वर्कस्टेशनची प्रमुख आवश्यकता असेल आणि अखंड डेटा संवाद सुनिश्चित करण्यासाठी या नेटवर्कमध्ये प्रवेशासाठी गेटवे पीटीटीद्वारे नियोजित आहेत.
The system consistently achieved 50 gallons per hour optimum output.,सिस्टमने सतत ५० गॅलन प्रति तास आदर्श उत्पादन साध्य केले.,The system consistently achieved 50 gallons per hour — optimum output.,प्रणालीने सातत्याने दर तासाला ५० गॅलन – इष्टतम उत्पादन – गाठले.
percentage reduction is critical: over and under reduction cause the ink to be very uneven and prone to smudging.,रक्कम कमी करणे खूप महत्वाचे आहे: जास्त किंवा कमी कमी करणेमुळे इंक अत्यंत असमान आणि स्मजण्यास प्रवण होऊ शकते.,percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,टक्केवारीतील घट निर्णायक आहे: जास्त घट आणि कमी घट यांमुळे शाई खूपच असमान होते आणि सहज डाग पडण्याची शक्यता असते.
Adopting a user-centered approach is a realistic strategy in the design of both paper and screen based forms.,उपयोगकेंद्रीकृत दृष्टिकोनाचा वापर करणे कागद आणि स्क्रीनवर आधारित फॉर्म डिझाइन करण्यासाठी एक यथार्थवादी रणनीती आहे.,Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,"वापरकर्ता-केंद्रित दृष्टिकोन स्वीकारणे, कागदावर आधारित आणि स्क्रीनवर आधारित असलेल्या दोन्ही फॉर्म्सच्या डिझाइनमध्ये एक वास्तववादी रणनीती आहे."
Morphological studies of paraquat or oxygen toxicity in rats have shown significant cellular damage in lung tissue.,मॉरफोलॉजिकल अभ्यासांमधून पॅराक्वाट किंवा ऑक्सिजन विषाणूचा प्राण्यांवर परिणाम पाहिल्यावर फुफ्फुसांच्या ऊतीत उल्लेखनीय सेल्युलर नुकसान दिसून आले आहे.,Morphological studies of paraquat- or oxygen-toxicity in rats have shown significant cellular damage in lung tissue.,उंदरांमधील पॅराक्वेट किंवा ऑक्सिजन विषारीपणाच्या रूपात्मक अभ्यासांनी फुफ्फुसाच्या ऊतीमध्ये लक्षणीय पेशींचे नुकसान दर्शविले आहे.
One should read G. V. Carey’s chapter Proof Correction in Mind the Stop.,"महत्त्वाचे आहे की, जी. व्ही. केरी यांच्या ""माइंड द स्टॉप"" मध्ये ""प्रूफ करेक्शन"" या कपाटात्मक वाचावे.",One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,जी. व्ही. कॅरीचा 'माईंड द स्टॉप' मधील 'प्रूफ करेक्शन' हा अध्याय वाचला पाहिजे.
"The glass content of this material is low, 10% by weight, for this application.","महत्त्वाच्या माहितीसाठी, हे मजकूर अजूनही संपादित करण्यात आलेले नाही. हे पदार्थाचे काँच असामग्री १०% वजननुसार कमी आहे, या वापरासाठी.","The glass content of this material is low, (10% by weight), for this application.",या सामग्रीतील काचेचे प्रमाण (वजनानुसार १०%) या उपयोगासाठी कमी आहे.
"During the experiment, the animals will be fed with water, via an automatic system, ad libitum.","प्रयोगादरम्यान, प्राण्यांना स्वयंचलित प्रणालीद्वारे, आवश्यकतानुसार पाणी दिला जाईल.","During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान, प्राण्यांना पाणी (स्वयंचलित प्रणालीद्वारे) इच्छेनुसार दिले जाईल."
a water:glycol ratio of 60:40 is preferred.,६०:४० चा पाणी:ग्लिसोल मिश्रण आवडतो.,a water/glycol ratio of 60/40 is preferred.,६०/४० पाण्याचे/ग्लायकॉलचे प्रमाण पसंत केले जाते.
It has thickness of only 16:240 inch.,याची मोटाई फक्त १६:२४० इंच आहे.,It has thickness of only 16/240 inch.,त्याची जाडी फक्त १६/२४० इंच आहे.
