Sentence,Response,sent_meant,gt
"When the film was developed, none of the pictures proved satisfactory.",जेव्हा चित्रपट विकसित झाला तेव्हा कोणत्याही चित्रांनी समाधानकारक परिणाम दिले नाहीत.,"When the film was developed, none of the pictures proved satisfactory.",फिल्म डेव्हलप झाल्यावर एकही फोटो समाधानकारक निघाला नाही.
"In his daily traffickings, a Cairene resident is often made conscious of the suffocating pollution.",एक कैरेनी निवासी के दैनिक यातायात में अक्सर वह प्रदूषण से सताए जाने का अनुभव करता है।,"In his daily traffickings, a Cairene resident is often made conscious of the suffocating pollution.",त्याच्या दैनंदिन प्रवासात कैरोच्या रहिवाशाला गुदमरवून टाकणाऱ्या प्रदूषणाची वारंवार जाणीव होते.
"If drama implies conflict, and poetry metaphor, then poetic drama must imply the dramatization of metaphor!",यदि नाटक में संघर्ष होता है और कविता रूपक होती है तो काव्य नाट्य को चाहिए कि वह अपने नाटकीयरण के लिए रूपकों की ही साधना करे।,"If drama implies conflict, and poetry metaphor, then poetic drama must imply the dramatization of metaphor!","जर नाटक संघर्ष सूचित करत असेल, आणि कविता रूपक सूचित करत असेल, तर काव्य नाटक निश्चितपणे रूपकाचे नाट्यीकरण सूचित करते!"
"Items serve as the nodes of the knowledge network, and user-defined relators serve as the links between items.",वस्तू ज्ञानाच्या नेटवर्कमधील नोड्स म्हणून काम करतात आणि वापरकर्त्याने परिभाषित केलेले संबंध या नेटवर्कमध्ये दुवे बनवतात.,"Items serve as the nodes of the knowledge network, and user-defined relators serve as the links between items.","वस्तू ज्ञानाच्या नेटवर्कचे नोड्स म्हणून कार्य करतात, आणि वापरकर्त्याने परिभाषित केलेले रिलॅटर्स वस्तूंमधील दुवे म्हणून कार्य करतात."
"The calculator executed the functions that had been selected, and displayed the results on the top half of the screen.",Calculate button वर क्लिक केल्यावर खालील कार्ये केली गेली आणि स्क्रीनच्या वरच्या अर्ध्या भागात परिणाम प्रदर्शित केले गेले.,"The calculator executed the functions that had been selected, and displayed the results on the top half of the screen.",कॅल्क्युलेटरने निवडलेली कार्ये पार पाडली आणि परिणाम स्क्रीनच्या वरच्या अर्ध्या भागावर प्रदर्शित केले.
"There are many disturbing factors: fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","इंग्रजी भाषांतर: इंग्रजी भाषांतरात अनेक घटकांचा समावेश आहे; थकवा, खराब दृष्टी, वाचण्याची क्षमता कमी होणे, चिंता किंवा अति सावधगिरी, विचलन आणि अपुरी प्रेरणा. इंग्रजीमध्ये 'अनुमान' या शब्दाचा अर्थ काय? हा शब्दकोशातला एक भाग आहे","There are many disturbing factors: fatigue, poor eye-sight, poor reading ability, anxiety or undue caution, distractibility, and inadequate motivation.","विचलित करणारे अनेक घटक आहेत: थकवा, खराब दृष्टी, खराब वाचन क्षमता, चिंता किंवा अवाजवी सावधगिरी, विचलितता आणि अपुरी प्रेरणा."
"These are the components required: motor brushes, bearings, and wiring.","या घटकांची आवश्यकता आहे : मोटर ब्रश, बियरिंग आणि वायरिंग.","These are the components required: motor brushes, bearings, and wiring.","आवश्यक असलेले घटक खालीलप्रमाणे आहेत: मोटार ब्रशेस, बेअरिंग्ज आणि वायरिंग."
The crucial words in the specification are ‘the signals must be routed internally’.,संकेतं' इत्यस्य आवश्यकशब्दः 'आंतरिकरूपेण प्रवहणाय च भवति।'.,The crucial words in the specification are ‘the signals must be routed internally’.,तपशीलातील महत्त्वाचे शब्द आहेत: ‘सिग्नल अंतर्गत मार्गाने पाठवले जाणे आवश्यक आहे’.
Would you please supply a list of the correct settings for the ABC?,कृपया एबीसीसाठी योग्य सेटिंग्जची यादी द्या.,Would you please supply a list of the correct settings for the ABC?,कृपया 'एबीसी' साठी योग्य सेटिंग्जची एक यादी पुरवाल का?
Set BATTERY B switch to OFF; set BATTERY C switch to ON.,"बॅटरी बी स्विच ऑफवर सेट करा, बॅटरी सी स्विच ऑनवर ठेवा.",Set BATTERY B switch to OFF; set BATTERY C switch to ON.,बॅटरी 'बी' चा स्विच 'ऑफ' करा; बॅटरी 'सी' चा स्विच 'ऑन' करा.
"What we see, we believe; what we hear, we register",आपण जे पाहतो तेच आपल्याला वाटते; आपण ऐकतो त्यावरून आपण नोंद करतो.,"What we see, we believe; what we hear, we register","जे पाहतो, त्यावर विश्वास ठेवतो; जे ऐकतो, त्याची नोंद घेतो."
"Should any burner fail to ignite, its respective section will revert to 'purge', and in this way the system ensures safe removal of unburned fuel",जर कोणत्याही भट्टीचा स्फोट होणार असेल तर त्याचे संबंधित भाग पुन्हा 'प्युरि'वर जातील आणि अशा प्रकारे प्रणाली सुरक्षितपणे जळलेला नसलेले इंधन काढून टाकते.,"Should any burner fail to ignite, its respective section will revert to 'purge', and in this way the system ensures safe removal of unburned fuel","जर कोणताही बर्नर पेटला नाही, तर त्याचा संबंधित विभाग 'पर्ज' वर परत जाईल आणि अशा प्रकारे प्रणाली न जळलेल्या इंधनाची सुरक्षित विल्हेवाट सुनिश्चित करते."
"At present, rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.",वर्तमान में उद्योग के भीतर दरों पर रिटर्न केवल 7 प्रतिशत है जो नेट लाभ देता है।,"At present, rates of return giving a net profit of only 7% are widespread in the industry, indicating increased competition and tighter profit margins.","सध्या उद्योगात केवळ ७% निव्वळ नफा देणारे परताव्याचे दर सर्वत्र पसरलेले आहेत, ज्यामुळे वाढलेली स्पर्धा आणि नफ्याचे घट्ट मार्जिन दिसून येते."
"Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","दुर्दैवाने तरी दोन्ही नकारात्मक आणि सकारात्मक प्रयोगांचे चुकीचे अंदाज लावले गेले होते, ज्यामुळे अंतर्निहित मॉडेलची विश्वासार्हता संशयास्पद झाली होती.","Unfortunately though, incorrect predictions were made about both negative and positive experiments, leading to doubts about the reliability of the underlying model.","तरीही दुर्दैवाने, नकारात्मक आणि सकारात्मक अशा दोन्ही प्रयोगांबद्दल चुकीचे अंदाज वर्तवले गेले, ज्यामुळे मूळ मॉडेलच्या विश्वसनीयतेबद्दल शंका निर्माण झाल्या."
"Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.","अर्जदाराला नाकारणे, मानक मूल्यांकन प्रोटोकॉलचे पालन सुनिश्चित करण्यासाठी प्रक्रिया XYZ वापरणे.","Reject the applicant, using procedure XYZ to ensure compliance with standard evaluation protocols.",मानक मूल्यांकन नियमांचे पालन सुनिश्चित करण्यासाठी 'XYZ' कार्यपद्धतीचा वापर करून अर्जदाराला नाकारा.
"Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.","ऑपरेटरला परत करा, एबीसी रूटीनचे अनुसरण करून योग्य कार्य आणि सुरक्षितता सत्यापित करण्यासाठी.","Return the XYZ to the operator, following the ABC routine to verify proper functioning and safety.",योग्य कार्यप्रणाली आणि सुरक्षितता सत्यापित करण्यासाठी 'एबीसी' नियमांचे पालन करून 'XYZ' ऑपरेटरला परत करा.
"The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट डिव्हाइसमधून डेटा स्वीकारतो आणि संगणन करण्यापूर्वी त्याची अचूकता तपासण्यासाठी तपासणी करतो.,"The processor accepts data from input devices, and checks it before computing to ensure accuracy and prevent errors.",प्रोसेसर इनपुट उपकरणांकडून डेटा स्वीकारतो आणि अचूकता सुनिश्चित करण्यासाठी व त्रुटी टाळण्यासाठी तो गणनेपूर्वी तपासतो.
"The orifice, through which the exhaust gases leave the chamber is larger than the intake valve opening.",या शब्दाचा अर्थ 'अंतर्गत' असा होतो आणि तो एका छिद्र किंवा उघडण्याशी संबंधित आहे ज्याद्वारे निष्कास वायू बाहेर पडतात.,"The orifice, through which the exhaust gases leave the chamber is larger than the intake valve opening.","ज्या मुखातून उत्सर्जक वायू कक्षातून बाहेर पडतात, ते इनटेक व्हॉल्व्हच्या उघडण्यापेक्षा मोठे आहे."
"Take no action, as the camera operates automatically under all lighting conditions.","कृती करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीमध्ये स्वयंचलितपणे कार्य करतो.","Take no action, as the camera operates automatically under all lighting conditions.","कोणतीही कार्यवाही करू नका, कारण कॅमेरा सर्व प्रकाश परिस्थितीत आपोआप कार्य करतो."
"The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",मत्स्य प्रजातींचा विविधता आहे आणि भरपूर अन्नसाठा उपलब्ध असल्याने त्यांची संख्या टिकवून ठेवण्यास मदत होते.,"The species of fish supported by the reef are varied, and abundant food supplies are available to sustain their populations.",रीफमुळे आधारलेल्या माशांच्या प्रजाती वैविध्यपूर्ण आहेत आणि त्यांच्या लोकसंख्या टिकवून ठेवण्यासाठी भरपूर अन्न पुरवठा उपलब्ध आहे.
"At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.",उच्च तापमान पर सभी सिरेमिक सामग्री लचीली होती है और कठोरता कम हो जाती है जिससे भार के तहत विरूपण का जोखिम बढ़ जाता है।,"At high temperatures, all the ceramic materials show ductility, and hardness decreases considerably, leading to a higher risk of deformation under load.","उच्च तापमानावर, सर्व सिरामिक साहित्ये तन्यता दर्शवतात आणि कडकपणा मोठ्या प्रमाणात कमी होतो, ज्यामुळे भाराखाली विरूपणाचा धोका वाढतो."
The system consistently achieved 50 gallons per hour — optimum output.,प्रणाली सतत ५० गॅलन प्रति तास साध्य करते - सर्वोत्तम उत्पादन.,The system consistently achieved 50 gallons per hour — optimum output.,प्रणालीने सातत्याने दर तासाला ५० गॅलन – इष्टतम उत्पादन – गाठले.
percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,"प्रतिशत कमी करणे महत्वाचे आहे: जास्त आणि कमी प्रमाणात होणारी घट, शाई अतिशय असमान बनते आणि धुळीस बळावण्याची शक्यता असते. अंग्रेजी भाषेतील शब्दकोशात ""प्रतिशत"" या शब्दाचे सर्व संभाव्य अर्थ आणि भाषांतरे येथे आहेत. प्रॅक्टिस इंग्लिश - इंग्रजी",percentage reduction is critical: over- and underreduction cause the ink to be very uneven and prone to smudging.,टक्केवारीतील घट निर्णायक आहे: जास्त घट आणि कमी घट यांमुळे शाई खूपच असमान होते आणि सहज डाग पडण्याची शक्यता असते.
Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,वापरकर्त्याच्या केंद्रस्थानी असलेल्या दृष्टिकोनाचा वापर हा कागदावर आणि पडद्यावरील दोन्ही प्रकारच्या फॉर्म डिझाइनमध्ये एक व्यवहार्य धोरण आहे.,Adopting a user-centered approach is a realistic strategy in the design of both paper- and screen-based forms.,"वापरकर्ता-केंद्रित दृष्टिकोन स्वीकारणे, कागदावर आधारित आणि स्क्रीनवर आधारित असलेल्या दोन्ही फॉर्म्सच्या डिझाइनमध्ये एक वास्तववादी रणनीती आहे."
One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,"गोविंदराव वडेकर यांनी लिहिलेला 'प्रूफ करेक्शन' हा भाग, मनःस्थापना या पुस्तकात आहे.",One should read G. V. Carey’s chapter ‘Proof Correction’ in Mind the Stop.,जी. व्ही. कॅरीचा 'माईंड द स्टॉप' मधील 'प्रूफ करेक्शन' हा अध्याय वाचला पाहिजे.
"The glass content of this material is low, (10% by weight), for this application.","या सामग्रीचा ग्लास कंटेंट कमी आहे, म्हणजे १० टक्के वजनात.","The glass content of this material is low, (10% by weight), for this application.",या सामग्रीतील काचेचे प्रमाण (वजनानुसार १०%) या उपयोगासाठी कमी आहे.
"During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान प्राण्यांना पाणी मिळेल, ते स्वयंचलित प्रणालीद्वारे पुरवले जाईल आणि त्यांना अमर्याद प्रमाणात दिले जाईल.","During the experiment, the animals will be fed with water, (via an automatic system), ad libitum.","प्रयोगादरम्यान, प्राण्यांना पाणी (स्वयंचलित प्रणालीद्वारे) इच्छेनुसार दिले जाईल."
a water/glycol ratio of 60/40 is preferred.,एक जल-ग्लूकॉल गुणोत्तर ६० / ४० हे पसंतीचे आहे.,a water/glycol ratio of 60/40 is preferred.,६०/४० पाण्याचे/ग्लायकॉलचे प्रमाण पसंत केले जाते.
